"GEOID","NAME","unw_centroid_long","unw_centroid_lat","Estimated Population","Percent Non-Hispanic","Percent Non-Hispanic White ","Percent Non-Hispanic Black ","Percent Non-Hispanic American Indian/Alaska Native ","Percent Non-Hispanic Asian ","Percent Non-Hispanic Native Hawaiian/Other Pacific Islander ","Percent Non-Hispanic Other ","Percent Non-Hispanic Two or More Races","Percent Hispanic ","Estimate Educated","Median Income ","Population Below Poverty Level","Population Income to Poverty Level","Percent Below 100% FPL","Percent Between 100% and 199% FPL","Unemployment Rate, 16 and Over","Percent Below 200% FPL","Percent High School or Less","Percent Some College or Greater","Labor Force Participation Rate ","Percent Non-White","Redlining (HOLC Grade)","Asthma Prevalence","Smoking Prevalence","Obesity Prevalence","COPD Prevalence","Lack of Health Care Access Prevalence","ICE, Nonwhite by Income ","ICE, Rent Versus Owned ","Particulate Matter ","Housing Stress","Percent Population Within Half a Mile to Parks","Percent Population With Access to Healthy Foods"
"24031700101","Census Tract 7001.01; Montgomery County; Maryland",-77.16816494,39.2227037,4722,88.2041507835663,67.8314273612876,9.93223210504024,0,7.51800084709869,0,0.317662007623888,2.60482846251588,11.7958492164337,3544,73254,4672,868,2.07373271889401,2.88018433179723,5.6,4.95391705069124,21.8397291196388,78.1602708803612,73.1988472622478,32.1685726387124,NA,9.6,8,24,5.1,6.9,72.2609246358455,99.9366687777074,7.09316617966556,26.984126984127,46,84.3091876880352
"24031700103","Census Tract 7001.03; Montgomery County; Maryland",-77.11652407,39.22400206,5478,93.0449069003286,60.8616283315078,10.1131799926981,0,17.9445052939029,0,3.34063526834611,0.784958013873676,6.95509309967141,4005,78902,5463,922,0,0,4.7,0,20.7990012484394,79.2009987515605,83.3951762523191,39.1383716684921,NA,9.3,7.2,22.3,4.4,6.3,73.4671730873576,97.9381443298969,7.22541297704828,33.7801608579088,78,NA
"24031700104","Census Tract 7001.04; Montgomery County; Maryland",-77.1764286,39.1909713,4977,69.9417319670484,28.6718906972072,29.1742013261001,1.00462125778581,8.29817158931083,0,0.140646976090014,2.65220012055455,30.0582680329516,3444,54474,4970,1274,11.38147566719,6.35792778649922,3.4,17.7394034536892,26.3937282229965,73.6062717770035,80.9715242881072,71.3281093027929,NA,10.1,9.3,26.9,4.7,9.9,58.3531510107015,83.2936979785969,7.23024358174801,29.1428571428571,49,14.7124719940254
"24031700105","Census Tract 7001.05; Montgomery County; Maryland",-77.16454709,39.17680563,7048,81.0158910329171,27.099886492622,25.1418842224745,0.851305334846765,14.8127128263337,0.212826333711691,0.297956867196368,12.5993189557321,18.9841089670829,4681,50394,7048,1954,1.68884339815763,15.9160696008188,4,17.6049129989765,29.3313394573809,70.6686605426191,74.0290683821777,72.900113507378,NA,9.9,8.9,25.2,4.1,9.1,60.0991033506371,88.1075979235488,7.34226515841079,23.4597156398104,97,67.6623774509804
"24031700204","Census Tract 7002.04; Montgomery County; Maryland",-77.21803629,39.3071197,2301,89.6132116471099,74.5762711864407,4.51977401129944,0.173837461973055,1.17340286831812,0,2.69448066058236,6.47544545849631,10.38678835289,1697,41328,2243,397,19.8992443324937,6.04534005037783,1.7,25.9445843828715,31.467295226871,68.5327047731291,86.2971516551193,25.4237288135593,NA,10.1,10.2,25.7,5.7,8.7,70.0800915331808,90.8466819221968,6.96747103611067,32.5842696629214,40,NA
"24031700206","Census Tract 7002.06; Montgomery County; Maryland",-77.18455504,39.25515966,5764,82.147814018043,60.8605135322693,8.74392782789729,0,3.99028452463567,0,0.329632199861208,8.2234559333796,17.852185981957,3983,66223,5759,1368,0,21.2719298245614,2.3,21.2719298245614,20.6377102686417,79.3622897313583,85.3250606959806,39.1394864677307,NA,9.4,6.2,22.5,3.6,6.2,72.2251037344398,96.8879668049793,7.06915137956415,10.9042553191489,94,85.6221757638569
"24031700207","Census Tract 7002.07; Montgomery County; Maryland",-77.21547054,39.2742764,5261,78.5592092758031,49.2681999619844,16.9739593233226,0,6.40562630678578,0,2.24291959703478,3.66850408667554,21.4407907241969,3683,59493,5257,1234,7.13128038897893,34.8460291734198,2.9,41.9773095623987,33.613901710562,66.386098289438,90.8151210868281,50.7318000380156,NA,10.9,12.1,27.7,5.8,10.6,65.8108108108108,84.8108108108108,6.88828463577275,21.1538461538462,100,41.716920893934
"24031700208","Census Tract 7002.08; Montgomery County; Maryland",-77.18922548,39.28770415,2466,86.0097323600973,66.0989456609895,5.10948905109489,0,7.42092457420925,0,0.121654501216545,7.25871857258719,13.9902676399027,1614,58164,2466,607,0,21.0873146622735,4.5,21.0873146622735,29.368029739777,70.6319702602231,82.4874910650465,33.9010543390105,NA,10.7,12.4,26.4,6.3,8.3,68.3928571428571,84.1666666666667,6.92915750776914,26.9230769230769,32,NA
"24031700209","Census Tract 7002.09; Montgomery County; Maryland",-77.21819857,39.23401639,4547,95.0956674730592,73.0811524081812,11.2821640642182,0,3.73872883219705,0,2.52914009236859,4.46448207609413,4.90433252694084,3293,88429,4529,657,1.21765601217656,6.39269406392694,3.3,7.6103500761035,14.8800485879138,85.1199514120863,78.1092859537379,26.9188475918188,NA,10,8.7,24.2,4.8,6.9,76.188986232791,94.4305381727159,7.12154734756011,NA,98,71.6096324461344
"24031700210","Census Tract 7002.10; Montgomery County; Maryland",-77.24578635,39.22398374,8427,87.3501839325976,24.6707013171947,13.1838139314109,0.961196155215379,42.375697163878,0,0.533997864008544,5.62477750089,12.6498160674024,5355,85034,8427,2758,6.88905003625816,7.28788977519942,4.9,14.1769398114576,14.9953314659197,85.0046685340803,88.4897959183673,75.3292986828053,NA,8.6,7.6,20.4,2.8,6,61.6396396396396,75.9279279279279,7.12154734756011,NA,98,71.6096324461344
"24031700306","Census Tract 7003.06; Montgomery County; Maryland",-77.28691963,39.17261451,7777,81.8181818181818,27.8256397068278,20.3163173460203,0,24.5595988170246,0,0,9.11662594830912,18.1818181818182,5266,65376,7777,2136,1.87265917602996,11.750936329588,3.5,13.623595505618,23.6042537030004,76.3957462969996,82.1383909962484,72.1743602931722,NA,9.2,7.9,23.4,3.2,7.3,60.2612726506532,82.0901812052254,7.97840151946972,25.6673511293634,94,33.1423780913791
"24031700308","Census Tract 7003.08; Montgomery County; Maryland",-77.27643303,39.19673182,6889,74.7858905501524,31.1511104659602,22.5141529975323,0,13.1659166787632,0,0,7.95471040789665,25.2141094498476,4534,61959,6871,1464,17.0081967213115,0,5.9,17.0081967213115,19.3647992942214,80.6352007057786,84.3331894691411,68.8488895340398,NA,10.2,9.3,25.9,4.4,8.4,57.6636613092905,73.6965895727166,8.0209166614415,32.8542094455852,99,28.2867132867133
"24031700309","Census Tract 7003.09; Montgomery County; Maryland",-77.26618326,39.18664345,5039,76.9398690216313,21.8495733280413,35.9396705695574,0,11.748362770391,0,0,7.40226235364159,23.0601309783687,3576,68308,5039,1118,7.78175313059034,8.13953488372093,4,15.9212880143113,24.6364653243848,75.3635346756152,89.4085697042849,78.1504266719587,NA,10.5,10.4,27.6,3.8,9.7,52.5593008739076,54.5568039950062,8.25174752037996,40.5325689597873,89.5,8.73642645607108
"24031700310","Census Tract 7003.10; Montgomery County; Maryland",-77.28363614,39.18279498,6709,73.870919660158,33.8351468177076,24.2062900581309,0,14.1153674169027,0,0,1.7141153674169,26.129080339842,4900,59734,6709,1187,16.3437236731255,18.3656276326874,1.7,34.709351305813,26.265306122449,73.734693877551,87.7211457455771,66.1648531822924,NA,10.5,10.7,26.8,4.2,10.4,58.4305408271474,57.6528808766348,8.08064163059151,31.5978456014363,100,13.7649515853427
"24031700313","Census Tract 7003.13; Montgomery County; Maryland",-77.25631681,39.197991,4166,93.9510321651464,24.1238598175708,38.7181949111858,0.696111377820451,26.4042246759482,0,0,4.00864138262122,6.04896783485358,2651,68250,4166,1003,0,0,8.9,0,23.1610712938514,76.8389287061486,87.0195794053662,75.8761401824292,NA,9.3,7.3,22.4,3.2,7.1,51.2147078135259,45.6992777413001,7.78230525737038,35.667300801224,90.5,38.4426543325127
"24031700314","Census Tract 7003.14; Montgomery County; Maryland",-77.25843467,39.21098698,3567,85.8424446313429,21.5026633024951,16.6806840482198,0,47.6030277544155,0,0,0.0560695262125035,14.1575553686571,2617,70179,3567,725,0,0,6,0,18.8383645395491,81.1616354604509,88.2299270072993,78.4973366975049,NA,8.5,6.2,19.4,3,5.4,58.5777777777778,93.5111111111111,7.73463070985663,NA,75,15.4316172646906
"24031700315","Census Tract 7003.15; Montgomery County; Maryland",-77.24911218,39.24572742,6335,91.507498026835,23.1254932912391,14.7277032359905,0,46.3614838200474,0.126282557221784,2.00473559589582,5.16179952644041,8.49250197316496,4148,72151,6284,1703,4.05167351732237,0.587199060481503,4.8,4.63887257780388,17.5506268081003,82.4493731918997,81.33298620151,76.8745067087608,NA,8.2,5.3,19.5,2.1,5.6,62.7866972477064,93.8646788990826,7.14037942620521,NA,94,43.2600950118765
"24031700316","Census Tract 7003.16; Montgomery County; Maryland",-77.27170663,39.22559836,3978,78.5570638511815,21.2166918049271,21.1915535444947,0,32.4283559577677,0,0.326797385620915,3.39366515837104,21.4429361488185,2701,54769,3976,917,6.87022900763359,23.9912758996728,1.5,30.8615049073064,22.17697149204,77.82302850796,71.6666666666667,78.7833081950729,NA,9.2,9.2,23.9,3.6,8.2,55.2425665101721,88.6541471048513,7.19675709874507,NA,93,43.2600950118765
"24031700317","Census Tract 7003.17; Montgomery County; Maryland",-77.30130814,39.24028964,7090,94.4569816643159,41.9605077574048,21.8617771509168,0,27.1650211565585,0,1.45275035260931,2.01692524682652,5.54301833568406,4828,72313,6478,1838,5.930359085963,0,7,5.930359085963,18.2270091135046,81.7729908864954,85.4056769655865,58.0394922425952,NA,9.3,8.4,22.6,3.4,7.9,64.548802946593,93.4162062615101,7.4703729639166,26.4696545080352,80,28.5125232986096
"24031700318","Census Tract 7003.18; Montgomery County; Maryland",-77.26336461,39.26489218,3717,84.1538875437181,36.0774818401937,13.666935700834,0.295937584073177,26.4998654829163,0,0,7.61366693570083,15.8461124562819,2209,60897,3695,1216,2.05592105263158,10.6085526315789,0.5,12.6644736842105,20.3712086917157,79.6287913082843,78.8647900323027,63.9225181598063,NA,9,7.5,22.5,3.1,7.2,59.2960288808664,95.9386281588448,7.19675709874507,NA,93,43.2600950118765
"24031700400","Census Tract 7004; Montgomery County; Maryland",-77.36920012,39.209597,2512,83.9968152866242,69.1082802547771,11.4649681528662,0,1.11464968152866,0,0,2.30891719745223,16.0031847133758,1781,65556,2512,523,1.91204588910134,14.7227533460803,1.4,16.6347992351816,25.9966311061202,74.0033688938798,82.2646657571623,30.8917197452229,NA,9.7,8,23.9,5.3,6.8,79.1017964071856,85.6287425149701,7.40733602758476,21.3414634146341,34,NA
