"GEOID","NAME","unw_centroid_long","unw_centroid_lat","Estimated Population","Percent Non-Hispanic","Percent Non-Hispanic White ","Percent Non-Hispanic Black ","Percent Non-Hispanic American Indian/Alaska Native ","Percent Non-Hispanic Asian ","Percent Non-Hispanic Native Hawaiian/Other Pacific Islander ","Percent Non-Hispanic Other ","Percent Non-Hispanic Two or More Races","Percent Hispanic ","Estimate Educated","Median Income ","Population Below Poverty Level","Population Income to Poverty Level","Percent Below 100% FPL","Percent Between 100% and 199% FPL","Unemployment Rate, 16 and Over","Percent Below 200% FPL","Percent High School or Less","Percent Some College or Greater","Labor Force Participation Rate ","Percent Non-White","Redlining (HOLC Grade)","Asthma Prevalence","Smoking Prevalence","Obesity Prevalence","COPD Prevalence","Lack of Health Care Access Prevalence","ICE, Nonwhite by Income ","ICE, Rent Versus Owned ","Particulate Matter ","Housing Stress","Percent Population Within Half a Mile to Parks","Percent Population With Access to Healthy Foods"
"51145500101","Census Tract 5001.01; Powhatan County; Virginia",-77.76193675,37.55767978,6717,98.3325889534018,92.6008634807206,0.282864373976478,0.148875986303409,0.759267530147387,0,0.759267530147387,3.7814500521066,1.66741104659818,5532,59236,6717,916,1.52838427947598,0,2.3,1.52838427947598,27.8561099060014,72.1438900939986,76.5072765072765,7.39913651927944,NA,9.4,10.2,34.2,6.7,5.3,71.5373189751207,96.8436687708875,5.76871854723531,12.8141846950921,0.5,NA
"51145500102","Census Tract 5001.02; Powhatan County; Virginia",-77.82617795,37.47522126,5665,98.8702559576346,88.7731685789938,4.25419240953222,0,0.670785525154457,0,1.2180052956752,3.95410414827891,1.1297440423654,3809,59087,5608,1257,0,9.06921241050119,2.3,9.06921241050119,37.7001837752691,62.2998162247309,84.2998585572843,11.2268314210062,NA,9.8,12.4,35.7,6.5,5.3,70.0522069292833,98.3388704318937,5.54088330994474,9.84455958549223,0,NA
"51145500201","Census Tract 5002.01; Powhatan County; Virginia",-77.89555296,37.59482815,7180,97.8133704735376,86.7548746518106,9.47075208913649,0,0,0,0,1.58774373259053,2.1866295264624,5558,42235,7180,1121,0,8.74219446922391,3.8,8.74219446922391,30.1547319179561,69.8452680820439,86.0555050045496,13.2451253481894,NA,10.3,14.2,37.2,7.9,5.9,66.3426265590609,93.3969185619956,5.4326106038695,NA,2,NA
"51145500202","Census Tract 5002.02; Powhatan County; Virginia",-77.90999398,37.5125689,4191,98.1865903125746,89.3342877594846,7.42066332617514,0,0.310188499164877,0,0,1.12145072774994,1.81340968742544,2946,48064,4191,833,2.64105642256903,7.92316926770708,1.7,10.5642256902761,28.1059063136456,71.8940936863544,80.1616458486407,10.6657122405154,NA,9.7,11.8,35.8,6.6,5.2,73.2558139534884,85.9011627906977,5.4326106038695,NA,2,NA
"51145500300","Census Tract 5003; Powhatan County; Virginia",-77.87953048,37.64468284,1762,93.416572077185,45.9137343927355,43.1895573212259,0,0,0,1.24858115777526,3.06469920544835,6.58342792281498,1495,9246,342,88,0,6.81818181818182,0,6.81818181818182,76.7224080267559,23.2775919732441,83.8888888888889,54.0862656072645,NA,9.2,23.3,46.7,7.9,12.7,61.5702479338843,79.3388429752066,5.67064750754499,25.2173913043478,0,NA
"51145500400","Census Tract 5004; Powhatan County; Virginia",-78.03659791,37.55038368,5559,93.7758589674402,77.8017629069977,12.6641482280986,0.0539665407447383,0,0,0,3.25598129159921,6.22414103255981,4154,56483,5482,834,0,7.79376498800959,4.9,7.79376498800959,43.5483870967742,56.4516129032258,83.7853107344633,22.1982370930023,NA,10.6,14.8,38.7,7.3,6.9,64.9436090225564,88.4868421052632,5.18051052617147,17.2985781990521,0,33.986013986014
