"GEOID","NAME","unw_centroid_long","unw_centroid_lat","Estimated Population","Percent Non-Hispanic","Percent Non-Hispanic White ","Percent Non-Hispanic Black ","Percent Non-Hispanic American Indian/Alaska Native ","Percent Non-Hispanic Asian ","Percent Non-Hispanic Native Hawaiian/Other Pacific Islander ","Percent Non-Hispanic Other ","Percent Non-Hispanic Two or More Races","Percent Hispanic ","Estimate Educated","Median Income ","Population Below Poverty Level","Population Income to Poverty Level","Percent Below 100% FPL","Percent Between 100% and 199% FPL","Unemployment Rate, 16 and Over","Percent Below 200% FPL","Percent High School or Less","Percent Some College or Greater","Labor Force Participation Rate ","Percent Non-White","Redlining (HOLC Grade)","Asthma Prevalence","Smoking Prevalence","Obesity Prevalence","COPD Prevalence","Lack of Health Care Access Prevalence","ICE, Nonwhite by Income ","ICE, Rent Versus Owned ","Particulate Matter ","Housing Stress","Percent Population Within Half a Mile to Parks","Percent Population With Access to Healthy Foods"
"51810040000","Census Tract 400; Virginia Beach city; Virginia",-76.16335343,36.91627482,2872,71.3788300835655,39.1016713091922,18.4888579387187,0,4.35236768802228,0,0.243732590529248,9.19220055710306,28.6211699164345,1049,27180,1430,640,2.8125,28.125,2.6,30.9375,28.4080076263108,71.5919923736892,52.7667984189723,60.8983286908078,NA,9.7,12.1,31.1,2.6,10.7,53.5891089108911,1.73267326732673,6.83167805960431,50.766054920034,46.3333333333333,25.5564477152523
"51810040200","Census Tract 402; Virginia Beach city; Virginia",-76.18651254,36.88195079,5294,88.9497544389875,24.8205515678126,52.8333962976955,0,5.11900264450321,0,0.396675481677371,5.78012844729883,11.0502455610125,3008,26533,4470,1152,27.1701388888889,41.0590277777778,5.1,68.2291666666667,51.0970744680851,48.9029255319149,72.985347985348,75.1794484321874,NA,12.8,18.9,39.2,7.3,12.5,41.3259668508287,34.2541436464088,6.88654084122929,44.2528735632184,2,16.3543441226576
"51810040403","Census Tract 404.03; Virginia Beach city; Virginia",-76.1724767,36.89699671,3883,85.1661086788566,49.2660314190059,24.0020602626835,0,5.94900849858357,0,0.206026268349215,5.74298223023435,14.8338913211434,2520,43622,3883,788,7.36040609137056,32.6142131979695,1.3,39.9746192893401,39.0079365079365,60.9920634920635,81.5768621236133,50.7339685809941,NA,10.2,14.5,35.5,6.4,9,52.4705221785514,40.4828747894441,6.29425308884455,23.3618233618234,0,83.753280839895
"51810040404","Census Tract 404.04; Virginia Beach city; Virginia",-76.16685424,36.87974224,8436,94.4879089615932,60.099573257468,19.2863916548127,0,11.8895211000474,0,0,3.21242294926505,5.51209103840683,6342,52436,8417,1495,8.42809364548495,10.3678929765886,0.2,18.7959866220736,23.9829706717124,76.0170293282876,81.090026478376,39.900426742532,NA,9.2,10,31.5,5.7,5.2,59.7191930207197,79.4438386041439,6.36659233324164,32.6358405667954,0,6.40495771354964
"51810040405","Census Tract 404.05; Virginia Beach city; Virginia",-76.16264517,36.86771738,4136,88.4429400386847,19.6566731141199,59.4052224371373,0,0.797872340425532,0,1.49903288201161,7.08413926499033,11.5570599613153,2491,30257,4136,1276,57.6802507836991,7.44514106583072,4.7,65.1253918495298,34.765154556403,65.2348454435969,87.0993272655323,80.3433268858801,NA,12.1,17.8,41.9,8,11,45.5464480874317,33.7158469945355,6.81012157255939,NA,0,NA
"51810040406","Census Tract 404.06; Virginia Beach city; Virginia",-76.17549854,36.8669978,3635,76.8363136176066,22.888583218707,46.9050894085282,0.357634112792297,3.02613480055021,0,0,3.65887207702889,23.1636863823934,2333,44072,3491,718,3.89972144846797,40.1114206128134,6.8,44.0111420612813,36.1337333904844,63.8662666095156,88.0050505050505,77.111416781293,NA,11.3,15.2,39.6,5.6,8.7,46.8471148126115,45.5681142177275,6.81012157255939,NA,0,NA
"51810040600","Census Tract 406; Virginia Beach city; Virginia",-76.16764963,36.85122442,7749,83.0300683959221,23.7320944638018,49.3999225706543,0.374241837656472,3.85856239514776,0,0,5.66524712866176,16.9699316040779,4715,32567,7621,2179,40.3854979348325,14.6397430013768,9.3,55.0252409362093,34.3796394485684,65.6203605514316,83.2725615314494,76.2679055361982,NA,10.9,15.8,38.6,6.5,10.2,42.5392251040666,26.6410502721742,6.8418484973415,58.8640275387263,0,NA
"51810040801","Census Tract 408.01; Virginia Beach city; Virginia",-76.1396388,36.86657358,3860,90.5440414507772,57.7979274611399,24.6113989637306,0,2.53886010362694,0,0.207253886010363,5.38860103626943,9.4559585492228,2567,35625,3830,698,6.59025787965616,9.16905444126074,4.2,15.7593123209169,47.682119205298,52.317880794702,80.9180576631259,42.2020725388601,NA,10.7,15.9,36.4,7.3,10,52.1164021164021,42.5925925925926,6.81212502597443,34.640522875817,0,NA
"51810040802","Census Tract 408.02; Virginia Beach city; Virginia",-76.15555146,36.86077538,4485,95.0278706800446,50.41248606466,35.7190635451505,0,2.87625418060201,0,1.24860646599777,4.77146042363434,4.97212931995541,3418,39007,4485,669,6.72645739910314,13.4529147982063,3.5,20.1793721973094,37.4195435927443,62.5804564072557,81.871535702641,49.58751393534,NA,10.3,15.3,36.1,6.6,7.9,54.4269418794134,78.1097229766431,6.83672295139691,47.6962624740264,0,NA
"51810041002","Census Tract 410.02; Virginia Beach city; Virginia",-76.14725789,36.83965566,2676,71.6741405082212,46.2630792227205,15.5829596412556,0.149476831091181,2.98953662182362,0,0,6.68908819133034,28.3258594917788,1715,40966,2676,834,19.7841726618705,36.0911270983213,0.9,55.8752997601918,48.3965014577259,51.6034985422741,78.5070785070785,53.7369207772795,NA,11.3,19.9,37.2,8.4,13.3,52.5641025641026,57.7991452991453,6.88019513358554,44.4444444444444,34,NA
