state_fips,state_name,state_abbrev.x,county_fips,county_name.x,fips,location,area_sqmi,total_pop,housing_units,num_households,poverty,unemployment,housing_cost_burden,no_highschool,uninsured,age_over_65,age_under_17,disabilities,single_parent,limited_english,minority,multi_unit_housing,mobile_homes,crowded_housing,no_vehicle,group_quarters,state_abbrev.y,state_desc,county_name.y,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
51,Virginia,VA,51107,Loudoun County,51107610506,Census Tract 6105.06; Loudoun County; Virginia,2.890588916588,5851,2028,1957,1112,153,460,242,305,253,1660,348,158,138,3391,621,0,90,153,1,VA,Virginia,Loudoun,4581,13.4,15.9,23.5,3.4,9,2.9,71,3.3,13,7.3,25.1,18.2,31.3,34.7,1.6,POINT (-77.52701013 39.09033545)
51,Virginia,VA,51107,Loudoun County,51107610507,Census Tract 6105.07; Loudoun County; Virginia,1.775272285472,5958,1966,1846,210,91,167,156,275,1001,1330,469,42,201,1637,28,0,0,24,0,VA,Virginia,Loudoun,6305,7.5,15.7,27.2,5.9,8.3,3.9,74.2,3.6,9.7,7.6,31.6,13.5,29.2,30.9,1.7,POINT (-77.49973227 39.10146512)
51,Virginia,VA,51107,Loudoun County,51107610601,Census Tract 6106.01; Loudoun County; Virginia,3.427411237716,7317,2847,2730,748,162,557,346,286,756,1925,888,146,149,1897,560,0,0,91,0,VA,Virginia,Loudoun,6930,9.7,16.1,28.7,6.1,9.1,4.5,73.8,4.7,12.3,8.2,31.6,15.9,31.2,31.5,2.1,POINT (-77.5948924 39.09662666)
51,Virginia,VA,51107,Loudoun County,51107610602,Census Tract 6106.02; Loudoun County; Virginia,4.679075156908,2783,791,733,19,46,39,8,33,142,887,126,32,34,1034,6,0,0,0,0,VA,Virginia,Loudoun,2161,9.6,16.8,24,4.7,8.3,3.2,71.9,3.3,11.1,6.7,28.3,14.6,29,32,1.5,POINT (-77.58004012 39.07586094)
51,Virginia,VA,51107,Loudoun County,51107610603,Census Tract 6106.03; Loudoun County; Virginia,0.639638194912,3738,1557,1557,739,95,569,260,583,426,872,461,121,297,2146,551,26,69,114,0,VA,Virginia,Loudoun,2700,12.5,17.5,24,4.8,8.9,3.5,71.3,3.7,11.7,6.8,26.4,16.2,30,32.3,1.7,POINT (-77.56112271 39.10394691)
51,Virginia,VA,51107,Loudoun County,51107610604,Census Tract 6106.04; Loudoun County; Virginia,4.487137675076,6781,2159,2159,205,49,197,125,277,405,1912,519,112,9,2435,184,0,23,16,370,VA,Virginia,Loudoun,6547,9.3,18.4,21.6,4,8.5,2.6,70.5,2.9,10.9,5.7,25.5,13.2,29.3,32.2,1.3,POINT (-77.54960577 39.07850227)
51,Virginia,VA,51107,Loudoun County,51107610701,Census Tract 6107.01; Loudoun County; Virginia,6.224928336694,5495,1698,1639,69,36,54,48,105,565,1750,313,76,0,937,0,0,6,0,16,VA,Virginia,Loudoun,4662,8,17.4,25.1,5.7,8.6,3.7,72.6,3.7,10.7,6.6,29.7,13.3,29,30.6,1.7,POINT (-77.73262459 39.12376043)
51,Virginia,VA,51107,Loudoun County,51107610702,Census Tract 6107.02; Loudoun County; Virginia,4.563798227176,7529,2190,2144,543,238,373,323,637,677,2073,583,44,401,2047,82,0,88,26,242,VA,Virginia,Loudoun,5705,9.9,17.4,25.4,5.4,9.1,3.8,72.4,4.1,12.1,7,28.8,15.3,29.9,31.7,1.8,POINT (-77.69494081 39.13053429)
51,Virginia,VA,51107,Loudoun County,51107610703,Census Tract 6107.03; Loudoun County; Virginia,30.685887339832,5160,1883,1802,327,139,223,94,132,841,1274,446,44,23,968,0,67,10,10,15,VA,Virginia,Loudoun,4748,7.7,15.7,28.9,6.9,8.6,4.7,74.9,4.3,10.2,8,33.2,14,29,30,2,POINT (-77.64773342 39.09470266)
51,Virginia,VA,51107,Loudoun County,51107610800,Census Tract 6108; Loudoun County; Virginia,94.201364030326,7420,2624,2404,447,139,296,180,75,1119,2014,466,30,25,1166,8,45,0,25,31,VA,Virginia,Loudoun,5940,8.2,15.1,31.5,7.3,8.9,5.3,75.8,5,11,9,34.7,15.3,30.6,30.2,2.3,POINT (-77.79739102 39.04749081)
51,Virginia,VA,51107,Loudoun County,51107610900,Census Tract 6109; Loudoun County; Virginia,36.511506285412,2661,1225,1094,304,50,142,74,80,657,499,258,49,25,555,34,21,11,66,0,VA,Virginia,Loudoun,2292,10.6,13.1,37.4,8.4,9.5,7.1,77.6,6.9,13.4,11.8,37.1,19.9,32.8,31.8,3.4,POINT (-77.68263259 38.98528098)
51,Virginia,VA,51107,Loudoun County,51107611002,Census Tract 6110.02; Loudoun County; Virginia,2.173484760804,5478,2269,2206,1039,131,488,213,514,473,959,411,97,274,3330,957,0,82,159,413,VA,Virginia,Loudoun,3869,12.3,17.5,21.1,3.3,8.6,2.5,69.5,2.9,11.8,6,23.3,16,29.3,33.6,1.3,POINT (-77.45638913 39.0656689)
51,Virginia,VA,51107,Loudoun County,51107611004,Census Tract 6110.04; Loudoun County; Virginia,3.7538187797,8318,2983,2927,283,219,316,220,483,461,2375,333,201,122,3397,294,0,0,48,0,VA,Virginia,Loudoun,6892,8.4,17.3,22.7,4.5,8.5,2.8,71.6,3,10.3,6,27.2,13.1,28.8,31.6,1.4,POINT (-77.52505058 39.05352683)
51,Virginia,VA,51107,Loudoun County,51107611005,Census Tract 6110.05; Loudoun County; Virginia,1.093882178586,5162,1852,1790,82,75,210,63,146,306,1577,177,68,66,2009,244,0,6,5,0,VA,Virginia,Loudoun,5389,8.2,17.7,22.2,4.4,8.5,2.7,71.7,2.8,9.5,5.9,26.5,12.6,28.9,31.3,1.3,POINT (-77.49532604 39.03990556)
51,Virginia,VA,51107,Loudoun County,51107611006,Census Tract 6110.06; Loudoun County; Virginia,2.67435673861,5577,1846,1799,229,38,113,173,166,410,1405,302,70,211,2566,152,0,15,77,0,VA,Virginia,Loudoun,4997,8.8,17.2,22.4,4.2,8.3,2.8,71.6,2.8,9.9,6.2,26.7,13.3,28.5,31.8,1.4,POINT (-77.4603253 39.0214852)
51,Virginia,VA,51107,Loudoun County,51107611009,Census Tract 6110.09; Loudoun County; Virginia,1.72359600769,5670,1579,1551,121,64,68,54,73,420,1730,415,135,71,1995,32,16,4,12,0,VA,Virginia,Loudoun,5410,8,16.2,23.4,4.4,8.2,2.8,72.4,2.8,9.8,6.5,27.8,13.2,28.2,32,1.4,POINT (-77.48519745 39.09021901)
51,Virginia,VA,51107,Loudoun County,51107611010,Census Tract 6110.10; Loudoun County; Virginia,0.473553716898,1901,1268,1126,184,6,296,12,0,1584,50,555,0,43,422,1003,0,0,85,0,VA,Virginia,Loudoun,1617,6.4,5.3,50.9,17.2,7.5,12.1,88.1,7.9,5.5,15.1,47.4,20.2,24.2,23.5,4.9,POINT (-77.47330421 39.08124492)
51,Virginia,VA,51107,Loudoun County,51107611011,Census Tract 6110.11; Loudoun County; Virginia,0.642777976376,3777,1644,1556,434,12,336,71,300,146,891,222,170,110,1531,515,0,28,22,32,VA,Virginia,Loudoun,3450,9.7,17.7,19.8,3.3,8.4,2.2,70.2,2.4,10,5.4,23.3,13.4,27.4,32.7,1.2,POINT (-77.49554885 39.08127042)
51,Virginia,VA,51107,Loudoun County,51107611012,Census Tract 6110.12; Loudoun County; Virginia,2.199675989974,4578,1323,1323,151,65,94,64,104,359,1431,274,64,226,1970,12,0,12,39,0,VA,Virginia,Loudoun,4313,7.8,15.2,24.5,4.9,7.8,3.2,72.9,3,9.4,6.9,29.1,13.6,27,31.4,1.5,POINT (-77.50092292 39.06843711)
51,Virginia,VA,51107,Loudoun County,51107611013,Census Tract 6110.13; Loudoun County; Virginia,0.894574395676,5298,1576,1539,619,76,82,108,337,279,1603,264,100,250,2820,18,0,48,11,0,VA,Virginia,Loudoun,3956,9.3,16,23.7,4.5,8.4,3.2,71.6,3.3,11.1,6.7,27.6,14.7,28.1,32.6,1.5,POINT (-77.48895491 39.05561723)
51,Virginia,VA,51107,Loudoun County,51107611014,Census Tract 6110.14; Loudoun County; Virginia,1.055273909096,4572,1669,1653,217,95,217,94,204,308,1185,239,73,99,1849,163,0,38,16,0,VA,Virginia,Loudoun,4397,9.3,17.3,23,4.5,8.5,3,71.4,3.2,10.8,6.3,27.1,14.1,28.9,32,1.5,POINT (-77.47842781 39.05345596)
51,Virginia,VA,51107,Loudoun County,51107611015,Census Tract 6110.15; Loudoun County; Virginia,1.45731497186,3155,1515,1281,185,95,228,47,121,557,545,327,41,53,1251,660,0,16,120,7,VA,Virginia,Loudoun,2170,11,16.1,20.4,3.1,7.9,2.2,69.9,2.4,10.5,5.9,23.6,15.2,26.7,33.9,1.2,POINT (-77.45662231 39.05321106)
51,Virginia,VA,51107,Loudoun County,51107611016,Census Tract 6110.16; Loudoun County; Virginia,0.70050099758,4624,1915,1869,108,66,153,96,33,1713,635,590,52,96,1594,355,0,0,29,0,VA,Virginia,Loudoun,2305,7.5,12.9,33.7,8.6,8.4,5.7,78,4.9,8.9,10.1,37.2,15.1,28.7,28.9,2.5,POINT (-77.46374797 39.04731159)
51,Virginia,VA,51107,Loudoun County,51107611017,Census Tract 6110.17; Loudoun County; Virginia,0.562609687606,3566,1540,1491,179,53,399,148,77,1007,736,585,37,32,1381,388,0,3,143,0,VA,Virginia,Loudoun,3148,8.8,13,31.1,7.5,8.3,5.1,76.4,4.5,9.5,9.4,34,16.2,27.8,30.5,2.4,POINT (-77.46309561 39.03851547)
51,Virginia,VA,51107,Loudoun County,51107611018,Census Tract 6110.18; Loudoun County; Virginia,2.394808465856,3794,2211,2084,328,20,669,168,102,2139,304,1195,47,177,1193,1753,0,10,405,88,VA,Virginia,Loudoun,2228,14.1,11.4,34.8,9.4,8.2,7.8,77.4,5.9,10.2,10.5,33.4,21.2,27.6,30.7,3.5,POINT (-77.44488776 39.03197215)
51,Virginia,VA,51107,Loudoun County,51107611019,Census Tract 6110.19; Loudoun County; Virginia,1.809919148442,5968,1769,1769,166,104,108,163,79,565,1579,380,57,246,2647,20,6,42,32,0,VA,Virginia,Loudoun,5593,7.7,16.7,23.5,4.7,8.2,3,72.3,3,9.6,6.4,28.6,13,27.8,31.2,1.4,POINT (-77.49298599 39.02519965)
51,Virginia,VA,51107,Loudoun County,51107611020,Census Tract 6110.20; Loudoun County; Virginia,5.069404973808,7144,2865,2759,455,32,557,196,383,338,1829,175,60,239,4423,1127,0,105,194,0,VA,Virginia,Loudoun,4832,10.6,16.6,21.7,3.3,8.6,2.5,70.2,2.9,12,6.1,24.1,15.6,29.3,34.3,1.3,POINT (-77.46261578 39.00118647)
51,Virginia,VA,51107,Loudoun County,51107611022,Census Tract 6110.22; Loudoun County; Virginia,1.527574725004,7090,2111,2111,339,80,197,122,112,654,2160,355,66,183,3418,207,0,14,40,0,VA,Virginia,Loudoun,5872,8.9,16.8,20.4,3.5,7.9,2.3,70,2.5,10.5,5.5,24.8,13.6,27,32.9,1.2,POINT (-77.51501227 39.0088588)
51,Virginia,VA,51107,Loudoun County,51107611023,Census Tract 6110.23; Loudoun County; Virginia,1.588413589348,6369,1978,1912,116,111,87,36,68,289,1962,192,71,54,2190,135,0,50,17,0,VA,Virginia,Loudoun,5746,7,17.9,20.8,4,8.2,2.3,71.1,2.4,8.9,5.2,26,11.3,28.2,30.9,1.2,POINT (-77.5193035 39.02411944)
51,Virginia,VA,51107,Loudoun County,51107611026,Census Tract 6110.26; Loudoun County; Virginia,3.50467488114,13860,4291,4291,405,222,246,342,445,552,4510,514,144,347,8915,471,0,66,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611027,Census Tract 6110.27; Loudoun County; Virginia,0.970346527074,2523,1040,1040,110,0,215,144,147,118,624,114,128,131,1342,301,0,91,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611028,Census Tract 6110.28; Loudoun County; Virginia,9.271203232232,6078,1757,1757,129,54,63,25,66,278,2417,268,127,12,3389,32,0,14,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611029,Census Tract 6110.29; Loudoun County; Virginia,18.907884440032,7001,2030,1986,300,149,115,132,9,476,2474,312,156,148,1785,0,0,18,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611030,Census Tract 6110.30; Loudoun County; Virginia,1.226023657576,6701,2256,2256,74,121,204,536,95,556,1921,585,64,505,5174,405,0,108,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611031,Census Tract 6110.31; Loudoun County; Virginia,0.87809826503,2320,896,863,0,14,53,0,79,26,572,47,42,0,1109,0,0,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611032,Census Tract 6110.32; Loudoun County; Virginia,0.478095820826,2961,996,996,414,42,259,58,89,198,863,82,158,120,1948,447,0,118,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611101,Census Tract 6111.01; Loudoun County; Virginia,1.769720910916,4922,1800,1732,353,116,407,164,374,504,1405,372,140,224,2156,537,0,31,91,9,VA,Virginia,Loudoun,4329,11.9,16.8,23.6,4.7,8.5,3.5,71.1,3.5,11.5,6.7,26.7,15.9,28.5,32.3,1.7,POINT (-77.42804657 39.05722507)
51,Virginia,VA,51107,Loudoun County,51107611102,Census Tract 6111.02; Loudoun County; Virginia,1.864988104498,5983,2072,2072,158,78,157,164,199,741,1520,365,152,335,2084,0,0,0,35,0,VA,Virginia,Loudoun,6053,9.8,17.1,24.8,4.9,8.7,3.5,72,3.7,11.3,7.1,29.2,14.7,29.6,31.6,1.7,POINT (-77.41008156 39.05135078)
51,Virginia,VA,51107,Loudoun County,51107611202,Census Tract 6112.02; Loudoun County; Virginia,1.27059025313,4760,1872,1744,58,113,267,42,141,1087,989,421,148,157,1890,459,0,6,212,78,VA,Virginia,Loudoun,4744,8.9,13.8,30.7,7.8,8.3,5.7,75.9,4.5,9.6,8.7,32.6,16.3,28,29.9,2.5,POINT (-77.37407894 39.05114187)
51,Virginia,VA,51107,Loudoun County,51107611204,Census Tract 6112.04; Loudoun County; Virginia,0.8443043013779999,5268,1645,1645,486,134,260,676,730,751,1290,612,74,513,2982,0,0,109,0,7,VA,Virginia,Loudoun,5503,16.9,15.8,27.4,4.5,9.1,4.2,71.5,4.8,14.9,9.3,29.2,21.4,33.3,34.3,2.2,POINT (-77.3727034 39.03655092)
51,Virginia,VA,51107,Loudoun County,51107611205,Census Tract 6112.05; Loudoun County; Virginia,1.068165468774,6985,1836,1808,659,194,232,604,708,414,1548,355,76,524,4586,178,0,163,92,16,VA,Virginia,Loudoun,5774,14.8,15.3,25.7,4.1,8.5,3.6,71.4,3.9,13.3,8.4,28.2,19.6,30.5,34.4,1.8,POINT (-77.37886059 39.0253954)
51,Virginia,VA,51107,Loudoun County,51107611206,Census Tract 6112.06; Loudoun County; Virginia,1.335808286358,4829,1665,1647,229,108,246,80,67,389,1440,385,70,137,2563,349,102,67,46,0,VA,Virginia,Loudoun,4226,8.9,16.7,23.1,4.6,8.3,3,71.8,3,9.6,6.3,27.3,13.5,28.3,31.2,1.4,POINT (-77.39235143 39.05362672)
51,Virginia,VA,51107,Loudoun County,51107611207,Census Tract 6112.07; Loudoun County; Virginia,1.00397523907,3834,1503,1498,222,70,160,93,114,321,756,241,38,147,1555,145,29,19,56,8,VA,Virginia,Loudoun,3979,8,16.3,23.2,4.5,8.2,3,71.9,2.9,9.5,6.5,27.6,13.2,27.5,31.5,1.4,POINT (-77.39478206 39.03606262)
51,Virginia,VA,51107,Loudoun County,51107611208,Census Tract 6112.08; Loudoun County; Virginia,1.514856911226,4798,1645,1577,79,54,52,50,91,249,1615,251,108,113,1642,11,0,14,11,0,VA,Virginia,Loudoun,4253,6.8,16.2,23,4.7,7.9,2.9,72.7,2.6,8.4,6.3,28.5,12.1,26.9,30.5,1.3,POINT (-77.35318323 39.05405754)
51,Virginia,VA,51107,Loudoun County,51107611209,Census Tract 6112.09; Loudoun County; Virginia,1.502341414896,6467,2238,2204,138,153,124,229,316,959,1630,509,91,212,2290,116,0,36,0,0,VA,Virginia,Loudoun,6503,8.1,15.6,26.6,5.7,8.4,3.9,73.6,3.7,10.1,7.6,30.9,14.2,28.4,31,1.8,POINT (-77.35197514 39.03997837)
51,Virginia,VA,51107,Loudoun County,51107611300,Census Tract 6113; Loudoun County; Virginia,0.770511328832,6835,2142,2124,1028,334,348,280,1203,178,1957,515,275,217,5343,264,0,124,7,0,VA,Virginia,Loudoun,5913,13.6,16.3,23.6,3.9,8.4,3.1,70.8,3.3,11.6,7.5,26.4,17.3,30.3,33.4,1.6,POINT (-77.38409806 39.01279886)
51,Virginia,VA,51107,Loudoun County,51107611400,Census Tract 6114; Loudoun County; Virginia,0.790238438318,6362,1768,1679,1036,189,422,673,841,589,1567,351,115,764,4881,57,0,161,59,6,VA,Virginia,Loudoun,5273,18.4,15.7,26.7,4.2,8.9,4.1,70.9,4.6,14.7,9.2,28.9,21.6,32.2,34.3,2.1,POINT (-77.39217316 39.00131873)
51,Virginia,VA,51107,Loudoun County,51107611501,Census Tract 6115.01; Loudoun County; Virginia,1.56283085693,4086,1756,1679,1123,137,647,417,753,239,795,218,233,270,2609,1154,0,49,14,0,VA,Virginia,Loudoun,3164,17.5,16.1,24.1,2.9,9.4,3.1,69.8,3.9,16.1,7.9,24.2,22,33.5,36.4,1.8,POINT (-77.41546254 39.03112748)
51,Virginia,VA,51107,Loudoun County,51107611502,Census Tract 6115.02; Loudoun County; Virginia,2.525562294258,6998,2099,2078,563,176,519,1196,872,864,1825,474,6,566,5043,268,0,86,161,42,VA,Virginia,Loudoun,5702,16.8,14.7,28,5.1,8.4,4.6,71.8,4.7,13.8,9.4,30.2,21.3,30,33.6,2.3,POINT (-77.41010485 39.01614227)
51,Virginia,VA,51107,Loudoun County,51107611601,Census Tract 6116.01; Loudoun County; Virginia,1.147865029716,4035,1498,1474,162,40,182,507,291,295,845,266,43,369,2380,65,23,62,62,0,VA,Virginia,Loudoun,3995,14.7,16,24.1,3.7,8.8,3.2,70.2,3.8,14.5,7.4,25.8,19.4,30.7,35.1,1.7,POINT (-77.427488 39.00241893)
51,Virginia,VA,51107,Loudoun County,51107611602,Census Tract 6116.02; Loudoun County; Virginia,0.53340763504,4000,1351,1267,1103,157,486,840,900,498,990,240,133,845,3426,291,0,191,57,0,VA,Virginia,Loudoun,3850,24.6,16.4,25.6,3.8,9.2,3.9,68.9,4.7,17.1,9,27,25.1,34.5,35.7,2.1,POINT (-77.41439101 39.00094013)
51,Virginia,VA,51107,Loudoun County,51107611701,Census Tract 6117.01; Loudoun County; Virginia,0.76010163281,4705,1705,1644,453,43,365,611,1025,995,795,378,68,864,2580,299,0,18,137,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611702,Census Tract 6117.02; Loudoun County; Virginia,1.973259599542,2533,764,764,73,15,91,40,373,163,488,75,22,145,1679,4,0,25,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611803,Census Tract 6118.03; Loudoun County; Virginia,1.05569553248,7238,2199,2199,453,196,297,83,383,473,2153,351,100,290,4388,173,0,14,33,0,VA,Virginia,Loudoun,5775,9.2,15.7,21.7,3.8,7.7,2.5,70.8,2.6,10.5,6.2,26,14.5,26.1,33,1.3,POINT (-77.51326652 38.90521874)
51,Virginia,VA,51107,Loudoun County,51107611804,Census Tract 6118.04; Loudoun County; Virginia,3.637696286588,7794,2653,2653,850,218,305,323,371,458,2215,641,232,250,5100,312,0,0,33,0,VA,Virginia,Loudoun,4954,9.1,14.7,24.3,4.3,8,3.1,72.3,3.1,10.3,7.3,28,15.4,27.2,32.5,1.6,POINT (-77.49417061 38.91585951)
51,Virginia,VA,51107,Loudoun County,51107611805,Census Tract 6118.05; Loudoun County; Virginia,0.768634100908,4601,1373,1368,188,28,53,46,107,190,1542,128,45,144,1803,0,0,21,0,0,VA,Virginia,Loudoun,5110,7.3,17.5,20.5,3.8,8,2.3,70.7,2.3,9.2,5.3,25.5,11.9,27.4,31.5,1.1,POINT (-77.49686304 38.89602637)
51,Virginia,VA,51107,Loudoun County,51107611807,Census Tract 6118.07; Loudoun County; Virginia,1.499439472264,7920,2555,2555,396,173,258,123,305,333,2085,468,212,55,5109,0,8,11,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611808,Census Tract 6118.08; Loudoun County; Virginia,1.199386866698,5805,1651,1635,251,209,112,249,208,334,1840,101,71,209,3430,0,0,18,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611809,Census Tract 6118.09; Loudoun County; Virginia,1.274742007936,8292,2340,2340,143,33,74,147,319,501,3009,246,174,290,4671,35,26,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611810,Census Tract 6118.10; Loudoun County; Virginia,6.49431865193,7353,2142,2142,34,120,0,245,77,827,2208,403,0,308,3358,70,0,45,59,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611811,Census Tract 6118.11; Loudoun County; Virginia,1.221891593972,7757,2498,2430,277,67,191,20,148,416,2508,377,162,167,4130,349,0,0,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611812,Census Tract 6118.12; Loudoun County; Virginia,3.292394843234,3262,1164,1152,62,30,213,108,84,127,938,255,85,59,2027,256,0,19,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611813,Census Tract 6118.13; Loudoun County; Virginia,14.609940219874,11297,3435,3435,427,119,211,203,0,722,3775,454,81,169,6428,0,0,0,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611901,Census Tract 6119.01; Loudoun County; Virginia,4.192062310392,6859,2267,2267,252,92,93,66,113,395,1883,282,10,105,4819,57,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107611902,Census Tract 6119.02; Loudoun County; Virginia,1.080161657914,6202,1871,1871,194,49,89,49,51,316,2191,59,42,214,3613,76,0,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51107,Loudoun County,51107980100,Census Tract 9801; Loudoun County; Virginia,13.82088209537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950101,Census Tract 9501.01; Louisa County; Virginia,31.065264215196,2725,1474,993,414,0,142,86,79,635,630,439,0,58,340,14,75,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950102,Census Tract 9501.02; Louisa County; Virginia,83.125095337894,5051,2629,1866,1112,205,441,379,503,1074,927,1099,70,0,1168,0,247,38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950201,Census Tract 9502.01; Louisa County; Virginia,57.916954833172,5881,2508,2387,1560,358,677,662,720,1337,1223,1101,102,62,2204,291,148,27,231,117,VA,Virginia,Louisa,4629,15.6,14.1,40.8,7,10.7,8,77.8,9.3,22.3,14.3,35.5,29.3,39.9,36.9,4.4,POINT (-78.01067162 38.02726236)
51,Virginia,VA,51109,Louisa County,51109950202,Census Tract 9502.02; Louisa County; Virginia,51.227886332442,4781,2290,1771,500,129,290,408,243,1037,1075,735,55,13,1170,22,216,10,48,0,VA,Virginia,Louisa,3682,13.6,14.9,39.4,7.3,10.1,7.4,77.3,8.8,20.9,13.1,37.1,26.1,37.9,35.3,3.7,POINT (-77.90264944 38.03721605)
51,Virginia,VA,51109,Louisa County,51109950301,Census Tract 9503.01; Louisa County; Virginia,33.449215878913996,4046,1627,1548,215,73,297,105,167,919,759,515,0,6,657,178,90,0,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950302,Census Tract 9503.02; Louisa County; Virginia,54.775994599766,3185,1596,1178,441,80,212,276,177,427,663,284,0,39,889,0,117,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950303,Census Tract 9503.03; Louisa County; Virginia,41.958207044804,2874,1425,986,641,43,97,226,191,497,621,382,22,0,651,0,295,16,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51109,Louisa County,51109950400,Census Tract 9504; Louisa County; Virginia,57.221203662396,3162,1346,1229,667,142,310,403,229,611,591,761,60,0,999,0,133,39,58,0,VA,Virginia,Louisa,2911,14.2,14.5,40.3,6.4,10.5,6.7,78.1,7.6,20.6,13.9,34.8,26.5,39.9,37.6,3.9,POINT (-78.0520135 37.93651844)
51,Virginia,VA,51109,Louisa County,51109950500,Census Tract 9505; Louisa County; Virginia,84.33783129514,6401,2812,2684,840,195,841,623,385,1172,1126,942,145,0,867,0,368,0,126,8,VA,Virginia,Louisa,6340,12.6,16.6,35.9,6.6,10,6.3,75.8,7.5,20.6,11.4,34.7,24,37.3,35.9,3.2,POINT (-77.81784739 37.8380134)
51,Virginia,VA,51111,Lunenburg County,51111930100,Census Tract 9301; Lunenburg County; Virginia,103.680224115116,5484,2154,1692,1112,53,366,862,726,1150,1162,801,110,153,2375,6,301,36,140,888,VA,Virginia,Lunenburg,5877,18.3,14.6,43.8,6.3,10.4,7.8,77.1,9.4,24.7,15.7,33.7,30.4,43.2,39.4,4.6,POINT (-78.1615532 37.01035416)
