state_fips,state_name,state_abbrev.x,county_fips,county_name.x,fips,location,area_sqmi,total_pop,housing_units,num_households,poverty,unemployment,housing_cost_burden,no_highschool,uninsured,age_over_65,age_under_17,disabilities,single_parent,limited_english,minority,multi_unit_housing,mobile_homes,crowded_housing,no_vehicle,group_quarters,state_abbrev.y,state_desc,county_name.y,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
24,Maryland,MD,24005,Baltimore County,24005401507,Census Tract 4015.07; Baltimore County; Maryland,1.048492027466,7200,2428,2378,1326,112,835,813,1121,494,2572,860,353,278,6332,133,0,451,100,96,MD,Maryland,Baltimore,5129,14.6,12.8,35.4,4.4,10.6,4.3,77.3,4.7,16.9,10.6,28.2,27.7,35.1,39.1,2.9,POINT (-76.75462119 39.31338371)
24,Maryland,MD,24005,Baltimore County,24005402201,Census Tract 4022.01; Baltimore County; Maryland,15.092920617102,3397,1178,1107,665,133,285,188,120,754,555,342,0,16,1975,21,0,0,33,552,MD,Maryland,Baltimore,3441,10.2,14.3,36.6,6.8,10.1,5.8,78.7,5.5,13.6,10.1,32.8,22.6,32.1,33.7,3.1,POINT (-76.86110577 39.38708576)
24,Maryland,MD,24005,Baltimore County,24005402202,Census Tract 4022.02; Baltimore County; Maryland,7.967859174238,1602,672,623,127,24,49,69,120,208,293,129,0,18,736,0,37,0,14,5,MD,Maryland,Baltimore,1697,8.2,15.5,33,6.8,9.3,4.7,77.2,4.3,11.8,8.2,33,18.3,30.1,31.4,2.3,POINT (-76.82069274 39.33069182)
24,Maryland,MD,24005,Baltimore County,24005402302,Census Tract 4023.02; Baltimore County; Maryland,1.120297733018,6004,2019,1996,1414,339,690,241,343,710,1581,520,87,77,5761,262,13,112,220,39,MD,Maryland,Baltimore,4990,11.5,11.9,41.6,5.7,11.3,5,82,4.6,14.4,12.3,30.6,25.4,38.8,39.8,3.5,POINT (-76.77712081 39.35290601)
24,Maryland,MD,24005,Baltimore County,24005402303,Census Tract 4023.03; Baltimore County; Maryland,1.105212727878,7163,2597,2589,706,262,498,372,489,1062,1565,677,298,199,6461,44,0,0,114,30,MD,Maryland,Baltimore,6426,12.8,12,43,5.8,11.6,5.3,81.9,5.2,15.8,13.3,31.2,27.3,39.9,40.4,3.8,POINT (-76.75506184 39.34544623)
24,Maryland,MD,24005,Baltimore County,24005402304,Census Tract 4023.04; Baltimore County; Maryland,0.594872370726,3539,1307,1258,540,88,406,251,320,704,559,582,96,41,3455,205,0,34,55,12,MD,Maryland,Baltimore,3593,12.7,11,46.8,6.9,11.5,6.3,83.5,5.6,14.7,15,33.6,27.9,39.7,39.8,4.4,POINT (-76.73893691 39.34109479)
24,Maryland,MD,24005,Baltimore County,24005402305,Census Tract 4023.05; Baltimore County; Maryland,0.621748544844,2542,1036,1001,480,96,529,56,248,329,593,192,217,21,2272,522,0,11,189,5,MD,Maryland,Baltimore,1977,11.3,12.5,40.6,5.5,11.5,5.1,81.2,4.9,15.2,12,29.4,25.5,39.7,39.7,3.5,POINT (-76.7418432 39.35873453)
24,Maryland,MD,24005,Baltimore County,24005402306,Census Tract 4023.06; Baltimore County; Maryland,0.482251822754,4394,1654,1582,1182,138,552,286,466,585,946,329,257,120,4090,629,0,84,90,30,MD,Maryland,Baltimore,3798,12.4,12.4,39.5,5.4,11.7,4.7,81.2,4.7,15.2,11.6,28.5,26.1,38.9,40.1,3.4,POINT (-76.76827092 39.36279249)
24,Maryland,MD,24005,Baltimore County,24005402307,Census Tract 4023.07; Baltimore County; Maryland,0.860820586632,6077,2593,2242,1519,240,1239,411,785,635,1835,534,190,92,5430,1156,0,0,284,120,MD,Maryland,Baltimore,5925,13.2,12.5,39.5,5.3,11.8,4.7,80.9,4.8,16.1,11.6,28.5,27.2,38.9,40.6,3.4,POINT (-76.75380753 39.35922343)
24,Maryland,MD,24005,Baltimore County,24005402403,Census Tract 4024.03; Baltimore County; Maryland,0.79011527178,2229,893,856,345,56,321,182,119,593,300,365,60,0,2111,5,0,4,62,6,MD,Maryland,Baltimore,2283,11.9,10.9,46.1,6.6,11.5,5.9,83.5,5.4,14.7,14.6,33.3,27.2,40,39.8,4.2,POINT (-76.71969178 39.33227157)
24,Maryland,MD,24005,Baltimore County,24005402404,Census Tract 4024.04; Baltimore County; Maryland,0.654325514992,5431,2459,2332,2177,191,1277,361,1836,589,1910,601,277,228,5161,391,0,87,149,5,MD,Maryland,Baltimore,5072,13.7,11.7,42.8,5.1,12.5,5.3,81.8,5.6,17.3,13.7,29.8,29.1,41.6,41.3,4,POINT (-76.73179846 39.33193965)
24,Maryland,MD,24005,Baltimore County,24005402405,Census Tract 4024.05; Baltimore County; Maryland,0.545415021138,3901,1482,1460,961,78,554,422,672,607,953,452,137,129,3451,408,0,0,54,5,MD,Maryland,Baltimore,3433,14.9,12.5,42.2,5.7,12,5.6,80.5,6,18.2,13.4,30.8,30,40.2,41,4.1,POINT (-76.73696997 39.32392868)
24,Maryland,MD,24005,Baltimore County,24005402407,Census Tract 4024.07; Baltimore County; Maryland,2.503542124994,1136,559,536,88,91,158,156,189,224,158,167,49,33,906,80,0,0,58,25,MD,Maryland,Baltimore,1371,11.7,13.8,34.8,5.2,11.2,4.2,78.7,4.4,14.7,9.3,28.5,22.8,35.3,37.6,2.7,POINT (-76.77099001 39.3371742)
24,Maryland,MD,24005,Baltimore County,24005402408,Census Tract 4024.08; Baltimore County; Maryland,0.650008894632,2217,1100,961,297,150,295,48,124,314,546,230,169,16,2076,464,0,0,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005402409,Census Tract 4024.09; Baltimore County; Maryland,0.2225105826,4522,1820,1683,727,83,698,569,272,299,1315,287,204,189,4390,402,0,134,126,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005402503,Census Tract 4025.03; Baltimore County; Maryland,1.874458414354,5453,2393,2261,1849,327,990,431,428,867,1159,614,221,94,4541,1061,0,25,548,279,MD,Maryland,Baltimore,4524,11.6,12.2,41.1,5.9,11.8,5.4,81.7,5.1,15.2,12.4,30.2,26.3,38.9,39.8,3.7,POINT (-76.80298504 39.35986168)
24,Maryland,MD,24005,Baltimore County,24005402504,Census Tract 4025.04; Baltimore County; Maryland,3.073491997722,5246,1816,1805,981,156,424,263,60,1025,1282,512,137,38,4637,161,14,0,96,5,MD,Maryland,Baltimore,4177,10.9,12.1,41.7,6,11.1,5,81.9,4.6,14,12.3,31.6,24.4,38,38.8,3.4,POINT (-76.82650886 39.36149781)
24,Maryland,MD,24005,Baltimore County,24005402505,Census Tract 4025.05; Baltimore County; Maryland,0.483744493086,3008,1298,1298,609,34,566,147,368,629,573,492,148,30,2496,511,0,40,150,19,MD,Maryland,Baltimore,3239,12.1,12.4,39.9,5.3,11.6,4.7,81.4,4.5,15.3,11.6,28.6,25.9,39.5,40.6,3.3,POINT (-76.81245603 39.38170693)
24,Maryland,MD,24005,Baltimore County,24005402506,Census Tract 4025.06; Baltimore County; Maryland,0.884361997776,4672,1747,1747,243,144,382,338,235,967,656,694,51,63,4354,75,0,44,10,91,MD,Maryland,Baltimore,4304,11.4,12.5,40.1,6,10.7,4.8,81.4,4.5,13.6,11.4,31.1,24,36.6,38.3,3.2,POINT (-76.79895927 39.3768226)
24,Maryland,MD,24005,Baltimore County,24005402510,Census Tract 4025.10; Baltimore County; Maryland,0.79684889066,4938,2414,2082,198,43,764,176,332,788,1114,427,41,42,3944,1519,0,158,207,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005402511,Census Tract 4025.11; Baltimore County; Maryland,0.628351275146,5445,2483,2293,169,101,449,95,323,776,1183,666,271,0,4683,1235,0,61,249,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005402602,Census Tract 4026.02; Baltimore County; Maryland,0.477945627148,2063,765,747,211,36,145,194,82,441,179,404,11,36,1719,47,0,0,62,68,MD,Maryland,Baltimore,2045,12.2,11.8,43.3,6.5,11.3,6,81.9,5.7,15.3,13.4,32.8,27.1,38.9,39,3.9,POINT (-76.78048578 39.36718827)
24,Maryland,MD,24005,Baltimore County,24005402603,Census Tract 4026.03; Baltimore County; Maryland,2.33862367502,6030,2638,2524,548,158,590,285,207,1439,859,772,140,163,5367,372,0,0,90,41,MD,Maryland,Baltimore,6017,8.5,12.2,38.6,6.6,10.4,4.6,81.9,3.9,10.7,10.4,31.4,20.3,34.6,35.9,2.8,POINT (-76.77559795 39.38868308)
24,Maryland,MD,24005,Baltimore County,24005402604,Census Tract 4026.04; Baltimore County; Maryland,1.401689642822,6957,2348,2348,1351,325,497,402,380,1746,1349,701,205,64,6134,0,0,39,0,93,MD,Maryland,Baltimore,5966,11.6,11.2,45.3,6.8,11.2,6.1,83,5.7,14.8,14.1,34.2,26.9,39,39,4,POINT (-76.7674541 39.37291751)
24,Maryland,MD,24005,Baltimore County,24005403100,Census Tract 4031; Baltimore County; Maryland,0.7388440149959999,2411,901,814,306,62,229,101,44,653,515,355,48,13,1892,91,0,0,63,168,MD,Maryland,Baltimore,2462,11.2,9.8,48.1,10,10.3,8.4,84.4,6.7,12.4,14.3,37.2,28.1,34.2,34.8,4.9,POINT (-76.73330255 39.35316984)
24,Maryland,MD,24005,Baltimore County,24005403201,Census Tract 4032.01; Baltimore County; Maryland,0.681290106468,3470,1288,1251,682,54,154,366,236,681,670,426,106,83,3095,0,14,20,227,53,MD,Maryland,Baltimore,3076,11.5,11.3,45,6.7,11.2,5.8,83,5.3,14.4,13.9,33.5,26.3,38.9,39.1,3.9,POINT (-76.72152928 39.35488691)
24,Maryland,MD,24005,Baltimore County,24005403202,Census Tract 4032.02; Baltimore County; Maryland,0.450089912256,2225,840,780,541,124,297,51,68,480,460,345,65,8,2124,0,0,4,64,5,MD,Maryland,Baltimore,2076,10.1,11.5,44.3,6.7,11.1,5.5,83.4,4.8,12.8,13.4,32.9,24.3,38.3,38.6,3.8,POINT (-76.71732145 39.34332091)
24,Maryland,MD,24005,Baltimore County,24005403300,Census Tract 4033; Baltimore County; Maryland,0.664498530488,2268,1084,994,182,86,349,66,84,418,421,248,47,0,1400,0,0,21,48,5,MD,Maryland,Baltimore,2443,9.5,14.6,34.1,6.6,9.5,4.8,77.7,4.3,11.9,8.9,31.4,20,31,33.2,2.6,POINT (-76.73505287 39.36679838)
24,Maryland,MD,24005,Baltimore County,24005403401,Census Tract 4034.01; Baltimore County; Maryland,0.700283236052,3604,2007,1832,484,8,577,200,41,1224,379,771,34,58,1545,1066,0,0,361,236,MD,Maryland,Baltimore,3336,8.5,10.6,42.6,11.3,9.3,8.3,82.6,6.2,9.5,11.3,37.6,22.9,28,29,4.1,POINT (-76.73212927 39.37605127)
24,Maryland,MD,24005,Baltimore County,24005403402,Census Tract 4034.02; Baltimore County; Maryland,1.384473740744,5032,2445,2303,1277,276,864,479,253,1263,845,780,110,203,3291,1312,0,63,479,81,MD,Maryland,Baltimore,4442,11.7,11.4,41.8,9.3,10.1,7.7,81.4,6.6,12.6,11.7,35.2,25.6,32.2,32.8,4.1,POINT (-76.71984922 39.37311102)
24,Maryland,MD,24005,Baltimore County,24005403500,Census Tract 4035; Baltimore County; Maryland,1.20744327103,5766,1960,1922,1282,187,400,81,375,1171,1825,604,133,58,849,326,0,64,66,10,MD,Maryland,Baltimore,4958,6.3,14.1,32.6,8.5,8.4,5.7,77.7,4.3,8.7,7.9,34.3,16.6,25.5,27.4,2.4,POINT (-76.69785881 39.37746045)
24,Maryland,MD,24005,Baltimore County,24005403601,Census Tract 4036.01; Baltimore County; Maryland,1.061447680076,4790,1892,1775,709,76,470,18,76,1007,1262,403,67,121,547,296,0,0,23,1,MD,Maryland,Baltimore,4682,6.7,14.9,32,7.7,9,5.3,76.9,4.7,10.4,7.8,34.2,17,27.2,28.4,2.4,POINT (-76.67323586 39.38568754)
24,Maryland,MD,24005,Baltimore County,24005403602,Census Tract 4036.02; Baltimore County; Maryland,1.063697882532,6265,2506,2450,827,193,746,177,242,531,1995,399,407,147,2310,168,0,0,42,4,MD,Maryland,Baltimore,5133,6.7,16.8,24.5,5.2,8.7,3.2,73.6,2.9,9.3,5.6,27,14.7,25.6,29.8,1.6,POINT (-76.66426128 39.37776554)
24,Maryland,MD,24005,Baltimore County,24005403702,Census Tract 4037.02; Baltimore County; Maryland,2.443232606492,6358,2191,2088,2134,155,333,75,47,786,1599,418,30,25,2133,979,0,131,131,298,MD,Maryland,Baltimore,5014,8.8,16.2,30.7,5.8,9.8,4.5,75.8,4.4,12.3,7.9,29.1,19.3,30.4,32.1,2.3,POINT (-76.75653508 39.39353733)
24,Maryland,MD,24005,Baltimore County,24005403703,Census Tract 4037.03; Baltimore County; Maryland,0.778048039872,2327,1337,1305,232,28,365,31,44,1277,245,364,93,16,162,291,0,0,209,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005403704,Census Tract 4037.04; Baltimore County; Maryland,3.601603471628,4630,2009,1814,238,8,485,81,157,1171,982,688,220,78,2286,377,0,25,85,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maryland,MD,24005,Baltimore County,24005403801,Census Tract 4038.01; Baltimore County; Maryland,4.345952915042,1362,578,571,48,15,86,13,13,489,235,205,6,3,204,0,0,0,33,0,MD,Maryland,Baltimore,1738,5,14.7,31.4,8.1,8.2,4.9,77.9,3.7,7.6,7.5,36,14.1,24.9,26.4,2,POINT (-76.70897022 39.42449047)
24,Maryland,MD,24005,Baltimore County,24005403802,Census Tract 4038.02; Baltimore County; Maryland,3.730471963964,3159,1080,985,258,33,116,0,13,657,997,194,35,11,495,0,0,0,15,1,MD,Maryland,Baltimore,2863,5,12.8,36.4,10.1,8.4,6.4,80.2,4.7,7.7,8.8,39.1,15.5,25.7,25.7,2.6,POINT (-76.70024481 39.40400882)
24,Maryland,MD,24005,Baltimore County,24005403803,Census Tract 4038.03; Baltimore County; Maryland,2.228546380922,3324,1554,1440,67,10,166,29,35,1058,791,261,24,31,347,577,71,0,59,1,MD,Maryland,Baltimore,3131,5.2,12.3,37.6,11.2,8.2,7,80.9,4.8,7.2,9,39.4,16.1,24.6,25,2.8,POINT (-76.6922253 39.39141433)
24,Maryland,MD,24005,Baltimore County,24005404101,Census Tract 4041.01; Baltimore County; Maryland,4.923134864332,6745,3442,3120,638,121,536,207,290,843,1531,533,255,152,3854,1009,0,59,77,1,MD,Maryland,Baltimore,4150,8.3,15.7,30,5.7,9.6,4,76,3.8,11.8,7.4,29.2,17.9,30.6,32.7,2.1,POINT (-76.81882183 39.42064748)
24,Maryland,MD,24005,Baltimore County,24005404102,Census Tract 4041.02; Baltimore County; Maryland,1.819902973958,5680,2218,2218,715,319,519,169,49,696,1230,680,96,299,3288,383,0,0,104,8,MD,Maryland,Baltimore,5311,11.4,15.6,31,5.5,9.8,4.1,75.7,4.3,13.9,8.1,29.5,21.2,31.1,34.2,2.3,POINT (-76.79429146 39.42313126)
24,Maryland,MD,24005,Baltimore County,24005404201,Census Tract 4042.01; Baltimore County; Maryland,0.927747507312,6133,2432,2279,1204,621,849,354,328,565,1545,759,282,96,4833,629,0,152,342,5,MD,Maryland,Baltimore,5777,12.4,16,29.7,4.5,10.2,3.7,75,4.1,15,7.8,27.5,22,32.7,35.7,2.1,POINT (-76.79359148 39.44363494)
24,Maryland,MD,24005,Baltimore County,24005404202,Census Tract 4042.02; Baltimore County; Maryland,2.645349281452,8390,3068,2811,1521,304,1058,803,1153,627,1774,941,451,183,6878,1453,0,73,415,1347,MD,Maryland,Baltimore,7920,15.1,15.9,27.1,3.3,11.7,3.1,74.6,4,16.3,7.3,22.7,25,33,37.1,2.1,POINT (-76.77466627 39.43147932)
24,Maryland,MD,24005,Baltimore County,24005404402,Census Tract 4044.02; Baltimore County; Maryland,4.197819091212,6481,2585,2431,665,285,308,141,193,1149,1349,517,336,57,2690,31,0,0,0,14,MD,Maryland,Baltimore,6477,6.9,16,29.7,6,9.3,4.1,76,4.1,11.1,7.3,32,16.6,28.9,30.3,2,POINT (-76.79807962 39.47457653)
24,Maryland,MD,24005,Baltimore County,24005404403,Census Tract 4044.03; Baltimore County; Maryland,0.888819931468,5228,2119,1984,1034,101,510,132,208,595,1448,406,367,46,3852,891,0,137,215,168,MD,Maryland,Baltimore,4960,12.6,14.4,33.4,5.6,10.6,4.8,76.8,5.1,14.8,9.4,29.4,23.9,33.5,35,2.8,POINT (-76.81841797 39.44401494)
24,Maryland,MD,24005,Baltimore County,24005404404,Census Tract 4044.04; Baltimore County; Maryland,1.625096754266,5828,2353,2316,769,121,673,380,119,1269,1111,1074,89,132,2656,571,0,20,383,59,MD,Maryland,Baltimore,4812,8.8,14.8,34.1,7.3,9.5,5.4,77.1,5.2,12.9,9.1,33.7,20.4,29.8,31.3,2.7,POINT (-76.82625919 39.46791687)
24,Maryland,MD,24005,Baltimore County,24005404501,Census Tract 4045.01; Baltimore County; Maryland,1.197257128066,6671,2643,2517,1062,604,612,358,404,874,1512,866,198,162,3054,292,0,33,87,68,MD,Maryland,Baltimore,6676,10.7,15.6,31.4,6.3,10,4.8,75.6,5.1,14.3,8.2,31.5,21.1,30.5,32.5,2.4,POINT (-76.81280842 39.45687514)
24,Maryland,MD,24005,Baltimore County,24005404502,Census Tract 4045.02; Baltimore County; Maryland,0.422368174758,3756,1672,1578,1340,224,481,322,219,681,787,547,165,82,2056,269,0,31,97,10,MD,Maryland,Baltimore,3743,13.1,14.4,35.5,5.8,11.1,5.5,76.7,6.6,18.4,10.5,31.8,26.9,35.7,36,3.1,POINT (-76.80502084 39.44674391)
24,Maryland,MD,24005,Baltimore County,24005404600,Census Tract 4046; Baltimore County; Maryland,24.44987440082,2754,1152,1104,451,12,149,61,66,540,661,327,41,0,136,0,10,11,27,9,MD,Maryland,Baltimore,2682,8,15.5,33.5,7.7,9.2,5.7,76.7,5.4,12.5,8.5,35.2,19.2,29,29.6,2.6,POINT (-76.81227099 39.51287544)
24,Maryland,MD,24005,Baltimore County,24005404800,Census Tract 4048; Baltimore County; Maryland,8.648904105936,2141,811,780,106,58,124,80,61,474,330,221,12,0,502,0,0,3,8,9,MD,Maryland,Baltimore,1953,7.2,15.6,33,7.5,9.2,5.2,77.1,4.8,11.5,8.3,35.2,17.5,28.7,29.7,2.4,POINT (-76.86039799 39.45541581)
24,Maryland,MD,24005,Baltimore County,24005404900,Census Tract 4049; Baltimore County; Maryland,9.615824749964,4399,1846,1794,377,206,298,47,114,1299,664,687,55,107,1043,359,0,10,265,0,MD,Maryland,Baltimore,4745,6.1,14.4,34,8.4,9,5.6,78.2,4.8,9.9,8.5,36.4,17,27.7,27.9,2.5,POINT (-76.75333603 39.4576146)
24,Maryland,MD,24005,Baltimore County,24005405000,Census Tract 4050; Baltimore County; Maryland,46.734518129392,4699,1804,1694,279,66,357,110,129,1065,943,451,99,36,208,0,55,0,0,8,MD,Maryland,Baltimore,4446,7.5,15.3,34.4,8.3,9.2,6.1,77.1,5.7,12.4,8.7,36.4,18.9,28.8,29.1,2.7,POINT (-76.77168346 39.58915717)
24,Maryland,MD,24005,Baltimore County,24005406000,Census Tract 4060; Baltimore County; Maryland,36.046929826116,5446,2232,2058,160,111,107,85,120,943,1400,409,41,15,786,0,0,0,29,22,MD,Maryland,Baltimore,5789,7.2,16.3,32.1,7.4,9.1,5.3,76.1,5.1,12.7,7.9,35,17.9,28.8,29.6,2.3,POINT (-76.73171055 39.67761213)
24,Maryland,MD,24005,Baltimore County,24005407001,Census Tract 4070.01; Baltimore County; Maryland,19.258276252154,3282,1151,1143,301,86,193,59,83,508,892,308,48,10,328,11,0,0,0,0,MD,Maryland,Baltimore,3267,7.6,15.6,33.3,7.9,9.1,5.7,76.6,5.3,12.6,8.3,35.7,18.7,28.3,29.3,2.5,POINT (-76.6733445 39.59935062)
24,Maryland,MD,24005,Baltimore County,24005407002,Census Tract 4070.02; Baltimore County; Maryland,37.521148343536,5683,2111,2039,465,120,261,262,90,1216,1329,476,25,0,673,0,7,0,21,62,MD,Maryland,Baltimore,5497,7.5,16.5,32,7.3,9.2,5.3,75.9,5.2,13.1,7.9,34.7,18.3,29,30,2.4,POINT (-76.62184726 39.67418287)
24,Maryland,MD,24005,Baltimore County,24005408100,Census Tract 4081; Baltimore County; Maryland,10.02962300473,6426,2539,2419,146,303,346,66,12,1344,1179,449,102,30,1112,641,0,0,71,415,MD,Maryland,Baltimore,5924,6.4,14.7,31.9,8.5,8.6,5.4,77.3,4.3,9.5,7.5,34.4,16.8,25.6,27.8,2.4,POINT (-76.64284349 39.53833081)
24,Maryland,MD,24005,Baltimore County,24005408200,Census Tract 4082; Baltimore County; Maryland,16.717502697402,1923,747,736,98,40,82,26,17,453,347,113,0,0,392,17,6,0,0,0,MD,Maryland,Baltimore,1853,6.4,14.8,33.7,8.4,8.6,5.6,77.8,4.7,10,8.4,36.7,16.7,26.9,27.8,2.4,POINT (-76.70055602 39.52555727)
24,Maryland,MD,24005,Baltimore County,24005408302,Census Tract 4083.02; Baltimore County; Maryland,4.217696008274,2909,1268,1182,172,87,145,104,18,855,604,250,7,96,495,282,0,10,0,1,MD,Maryland,Baltimore,2947,5.3,12.9,34.5,9.6,8.2,5.9,79.4,4.4,7.7,8.3,37.8,15.7,24.6,25.8,2.4,POINT (-76.68233636 39.43960343)
24,Maryland,MD,24005,Baltimore County,24005408303,Census Tract 4083.03; Baltimore County; Maryland,5.644877649544,3237,1215,1215,119,32,62,17,14,638,745,157,40,11,618,0,0,0,13,0,MD,Maryland,Baltimore,3494,4.7,15.6,29.1,7,8.5,4.1,76.8,3.3,7.7,6.7,34,13.2,25.7,26.9,1.8,POINT (-76.71623874 39.46963608)
24,Maryland,MD,24005,Baltimore County,24005408304,Census Tract 4083.04; Baltimore County; Maryland,6.427674744016,4745,2389,2292,344,60,574,101,56,2102,820,499,46,96,874,1231,0,0,230,67,MD,Maryland,Baltimore,4677,5.6,11.1,39.8,11.8,8.2,7.8,81.8,5.5,7.9,9.9,40.7,18.4,24.7,25.6,3.2,POINT (-76.68334364 39.47533544)
24,Maryland,MD,24005,Baltimore County,24005408400,Census Tract 4084; Baltimore County; Maryland,3.845700630946,1290,825,786,170,15,233,28,7,414,108,139,54,4,302,716,0,13,77,124,MD,Maryland,Baltimore,773,8,11.7,38.7,11.4,8.5,8.3,80.3,5.9,9.2,9.6,36.9,21.5,24.8,26.9,3.7,POINT (-76.65338367 39.48004694)
24,Maryland,MD,24005,Baltimore County,24005408502,Census Tract 4085.02; Baltimore County; Maryland,5.032050763614,5556,2270,2034,256,45,380,190,99,2056,928,726,53,119,794,676,0,0,266,653,MD,Maryland,Baltimore,5586,6.4,11.6,38.7,11.7,8.2,7.8,81.1,5.4,8.2,9.4,39.1,19.2,24,25.7,3.3,POINT (-76.59224847 39.4577717)
24,Maryland,MD,24005,Baltimore County,24005408503,Census Tract 4085.03; Baltimore County; Maryland,0.788750015108,4187,1661,1661,929,287,510,314,317,352,902,399,117,372,2601,602,0,51,139,9,MD,Maryland,Baltimore,3377,10.5,16.3,26.3,4.9,8.8,3.7,73.2,3.7,12.1,6.6,27.8,19.2,26.7,31.6,1.8,POINT (-76.62866201 39.4632082)
24,Maryland,MD,24005,Baltimore County,24005408505,Census Tract 4085.05; Baltimore County; Maryland,1.568181844548,3623,1491,1472,206,169,259,129,98,646,823,300,52,42,912,286,0,0,64,2,MD,Maryland,Baltimore,3853,7,14.7,31.1,7.8,8.5,5.1,76.9,4.2,9.3,7.7,33.8,16.8,25.2,27.9,2.2,POINT (-76.62404405 39.4501275)
24,Maryland,MD,24005,Baltimore County,24005408506,Census Tract 4085.06; Baltimore County; Maryland,0.7272810323,4957,2480,2335,949,242,1054,343,426,332,1015,213,343,171,3582,1896,0,27,129,53,MD,Maryland,Baltimore,4706,11.1,16.3,28.6,4.2,10.3,3.7,74.5,4.1,14.4,7.4,26.1,21.2,32.3,35.1,2.1,POINT (-76.61283164 39.4679371)
24,Maryland,MD,24005,Baltimore County,24005408507,Census Tract 4085.07; Baltimore County; Maryland,0.683548803168,6337,3161,3026,1380,110,1153,316,541,280,1022,844,371,377,3703,1892,0,125,321,7,MD,Maryland,Baltimore,5966,13.2,17,24.9,3.5,10,3.1,71.7,3.8,15.3,6.4,24,22,29.5,34.5,1.8,POINT (-76.61907967 39.46548414)
24,Maryland,MD,24005,Baltimore County,24005408601,Census Tract 4086.01; Baltimore County; Maryland,0.955084301116,4355,1623,1563,260,79,182,103,101,742,924,449,106,34,765,21,0,0,10,14,MD,Maryland,Baltimore,3760,7,14,34.7,9.3,8.5,6.3,78.2,5.1,10.1,8.6,36.5,18.4,26.1,27.6,2.7,POINT (-76.6148323 39.43877561)
24,Maryland,MD,24005,Baltimore County,24005408602,Census Tract 4086.02; Baltimore County; Maryland,0.6640850152459999,1980,799,759,67,45,92,12,12,507,424,138,20,0,442,0,0,7,2,1,MD,Maryland,Baltimore,2094,6,14.3,32.4,9,8.3,5.5,78.1,4.2,8.2,7.7,35.9,15.7,24.8,26.4,2.3,POINT (-76.61059304 39.42724334)
24,Maryland,MD,24005,Baltimore County,24005408702,Census Tract 4087.02; Baltimore County; Maryland,0.854929442316,2249,933,902,116,21,226,44,46,581,572,252,69,27,252,123,0,0,0,3,MD,Maryland,Baltimore,2445,5.4,13.4,34.9,10,8.5,6.2,79.4,4.7,8.2,8.3,37.4,16,25.6,26.2,2.6,POINT (-76.6458955 39.41532789)
24,Maryland,MD,24005,Baltimore County,24005408703,Census Tract 4087.03; Baltimore County; Maryland,1.512037594422,6635,2899,2818,449,78,435,150,201,1278,1335,484,89,93,1360,230,16,20,16,2,MD,Maryland,Baltimore,5944,5.9,14.7,31.5,8.5,8.5,5.2,77.5,4.2,8.8,7.4,34.9,15.7,25.3,27,2.2,POINT (-76.64948622 39.44469347)
24,Maryland,MD,24005,Baltimore County,24005408704,Census Tract 4087.04; Baltimore County; Maryland,2.118664068334,5409,2069,2009,95,43,140,140,22,1243,1367,440,58,115,963,0,0,19,0,1,MD,Maryland,Baltimore,5458,6,14.3,31,7.7,8.3,4.9,77.2,4,8.8,7.7,35.1,15.8,25,27.5,2.1,POINT (-76.6524744 39.42760128)
24,Maryland,MD,24005,Baltimore County,24005408800,Census Tract 4088; Baltimore County; Maryland,1.134232926402,2187,985,932,134,85,257,3,49,444,303,194,6,45,334,206,0,23,79,1,MD,Maryland,Baltimore,2304,7.4,14.4,33.1,8.2,8.9,5.7,77.3,5,11,8.2,34.5,18.6,26.9,29,2.6,POINT (-76.62858773 39.42733623)
24,Maryland,MD,24005,Baltimore County,24005408900,Census Tract 4089; Baltimore County; Maryland,3.293574384844,2549,1218,1098,86,3,129,40,22,568,498,230,0,40,326,132,0,0,24,17,MD,Maryland,Baltimore,2853,6.9,14.8,32.4,8.4,8.7,5.4,77.2,4.7,10.3,7.9,35.5,17.4,26,27.9,2.4,POINT (-76.62823452 39.48905852)
