fips,location,unw_cent_long,unw_cent_lat,est_population,non_his,white,black,amer_indian,asian,hawaiian,other,two_or_more,hispanic,educated,med_income,below_pov,high_school,college,labor_participation,non_white,redlining,asthma_prev,smoking_prev,obesity_prev,copd_prev,particulate_matter,housing_stress
11001000902,Census Tract 9.02; District of Columbia; District of Columbia,-77.10743861,38.92795477,2134,91.4714151827554,75.5857544517338,9.09090909090909,0,2.01499531396439,0,0.14058106841612,4.63917525773196,8.52858481724461,1474,145145,2134,8.68385345997286,91.3161465400271,80.7251908396947,24.4142455482662,NA,9,5.9,18.7,3.7,8.40881398099295,19.8830409356725
11001000903,Census Tract 9.03; District of Columbia; District of Columbia,-77.09332149,38.93770092,3201,90.8778506716651,75.6950952827241,6.68541080912215,0.124960949703218,4.84223680099969,0,0.499843798812871,3.03030303030303,9.1221493283349009,745,6496,1106,2.28187919463087,97.7181208053691,42.6878933728249,24.3049047172759,NA,10.7,6.8,15.2,2.4,8.45457848113064,NA
11001000904,Census Tract 9.04; District of Columbia; District of Columbia,-77.10361887,38.93825998,3250,91.5384615384615,72.2153846153846,8.33846153846154,0,3.84615384615385,0,1.35384615384615,5.78461538461538,8.46153846153846,2185,175703,3250,2.65446224256293,97.3455377574371,86.317907444668,27.7846153846154,NA,9,5.9,18.6,4.2,8.45457848113064,NA
11001001002,Census Tract 10.02; District of Columbia; District of Columbia,-77.07890184,38.93842253,3348,95.3703703703704,81.1529271206691,4.21146953405018,0,6.45161290322581,0,0,3.55436081242533,4.62962962962963,2385,102730,3348,2.85115303983229,97.1488469601677,84.2105263157895,18.8470728793309,NA,10.1,7.3,19.5,2.9,8.6090953001159,31.7708333333333
11001001003,Census Tract 10.03; District of Columbia; District of Columbia,-77.09303737,38.94928144,2895,92.4352331606218,78.7564766839378,6.04490500863558,0,3.93782383419689,0,1.51986183074266,2.17616580310881,7.56476683937824,1903,155027,2818,6.988964792433,93.011035207567,85.2137351086195,21.2435233160622,NA,9,5.4,18.6,3.5,8.43813835457763,NA
11001001004,Census Tract 10.04; District of Columbia; District of Columbia,-77.08540101,38.9488228,3959,92.9527658499621,77.0143975751452,3.61202323819146,0,7.37559989896439,0,0,4.95074513766103,7.04723415003789,2583,115046,3807,5.80720092915215,94.1927990708479,74.6841366401497,22.9856024248548,NA,9.6,7.3,19.3,4.2,8.43813835457763,NA
11001001100,Census Tract 11; District of Columbia; District of Columbia,-77.07768939,38.95727651,4508,94.2990239574091,66.659272404614,12.7551020408163,0,8.0301685891748,0,1.1756876663709,5.67879325643301,5.70097604259095,3317,100275,4388,7.0545673801628,92.9454326198372,83.2369942196532,33.340727595386,NA,9.3,7,18.9,3.9,8.3991657235961,22.3300970873786
11001001200,Census Tract 12; District of Columbia; District of Columbia,-77.07051411,38.94619931,4711,92.1884950116748,70.2610910634685,10.3799617915517,0,7.42942050520059,0,0,4.11802165145404,7.8115049883252,3613,95910,4711,3.90257403819541,96.0974259618046,86.0417379404721,29.7389089365315,NA,9.2,5.8,18.6,2.9,8.65142096086315,31.5891472868217
11001001301,Census Tract 13.01; District of Columbia; District of Columbia,-77.05440886,38.95384056,3965,90.4918032786885,63.1021437578815,17.0491803278689,0,2.01765447667087,0,1.16015132408575,7.16267339218159,9.50819672131147,2958,80048,3868,2.94117647058824,97.0588235294118,80.9956538917424,36.8978562421185,NA,9.2,6.2,19.4,3.4,8.44518530241882,41.3799958150241
11001001303,Census Tract 13.03; District of Columbia; District of Columbia,-77.05711865,38.94458501,3537,87.7862595419847,67.4300254452926,11.5634718688154,0,5.25869380831213,0,0,3.5340684195646,12.2137404580153,2865,80777,3537,5.79406631762653,94.2059336823735,89.2999204455052,32.5699745547074,NA,9.6,8.2,19.7,3.9,8.66810287280243,22.5988700564972
11001001304,Census Tract 13.04; District of Columbia; District of Columbia,-77.05477266,38.9368534,4083,87.6561351947098,65.809453832966,5.65760470242469,0,5.339211364193,0,0.734753857457752,10.1151114376684,12.3438648052902,3823,82872,4083,1.22940099398378,98.7705990060162,90.3610771113831,34.190546167034,NA,9.1,5.1,17.9,2.3,8.83947765664356,28.9322852697945
11001001401,Census Tract 14.01; District of Columbia; District of Columbia,-77.07063517,38.96531406,3324,84.265944645006,60.8904933814681,6.9193742478941,0,13.4175691937425,0,0.120336943441637,2.91817087845969,15.734055354994,2340,134740,3324,1.62393162393162,98.3760683760684,92.4145299145299,39.1095066185319,NA,9,5.6,18.4,3,8.22605191630509,24.3243243243243
11001001402,Census Tract 14.02; District of Columbia; District of Columbia,-77.0631495,38.96060494,3488,90.2522935779816,63.1307339449541,11.3245412844037,0,2.86697247706422,0,2.98165137614679,9.94839449541284,9.74770642201835,2555,112458,3446,6.61448140900196,93.385518590998,92.6767676767677,36.8692660550459,NA,8.8,6,18.7,3.6,8.22472787451856,29.1666666666667
11001001500,Census Tract 15; District of Columbia; District of Columbia,-77.05403147,38.97353834,5619,89.2329596013526,69.9590674497242,11.4789108382274,0.516106068695497,1.40594411817049,0,0,5.87293112653497,10.7670403986474,4017,155179,5453,12.0736868309684,87.9263131690316,87.8472222222222,30.0409325502759,NA,9,5.6,18.5,3.8,8.21248960605361,20.6004140786749
11001001600,Census Tract 16; District of Columbia; District of Columbia,-77.03776231,38.98438438,5071,91.1654506014593,20.2129757444291,65.3322816012621,0,0.414119503056596,0,1.34095839084993,3.86511536186157,8.83454939854072,3408,97487,4993,10.6220657276995,89.3779342723005,86.7181153533712,79.7870242555709,NA,9.8,6.5,23.4,3.7,8.21248960605362,20.6004140786749
11001001702,Census Tract 17.02; District of Columbia; District of Columbia,-77.01625614,38.97177468,3387,91.762621789194,40.5668733392383,38.736344847948,0,2.4800708591674,0,2.80484204310599,7.17449069973428,8.23737821080602,2567,84716,3374,10.4402025710947,89.5597974289053,89.2183288409704,59.4331266607617,NA,10.3,10.1,23.3,3.6,8.84898266292684,28.1976744186047
11001001803,Census Tract 18.03; District of Columbia; District of Columbia,-77.03974909,38.96708411,3795,67.2463768115942,8.85375494071146,55.098814229249,0,0.105401844532279,0,1.76548089591568,1.42292490118577,32.7536231884058,2582,36059,3795,41.5569326103795,58.4430673896205,77.1937445699392,91.1462450592885,NA,11.3,15.2,30.1,5.4,8.0887060269988,45.1219512195122
11001001804,Census Tract 18.04; District of Columbia; District of Columbia,-77.03042908,38.96710398,5428,61.8275607958732,2.26602800294768,56.9454679439941,0,0,0.331613854089904,0.442151805453206,1.84229918938836,38.1724392041268,3608,37790,5428,38.9135254988914,61.0864745011086,83.496126641967,97.7339719970523,NA,11.6,15.7,31.9,6.5,8.72793381747522,34.4959529065489
11001001901,Census Tract 19.01; District of Columbia; District of Columbia,-77.02364605,38.96477208,4581,80.2008295132067,20.4977079240341,56.5815324165029,0,0.938659681292294,0,0.218292949137743,1.96463654223969,19.7991704867933,2938,66186,4581,18.4479237576583,81.5520762423417,86.8167202572347,79.5022920759659,NA,11.4,13.1,28.3,5.2,8.90522535286627,38.5542168674699
11001001902,Census Tract 19.02; District of Columbia; District of Columbia,-77.01563831,38.96394696,2212,84.8553345388789,24.502712477396,51.627486437613,0,2.26039783001808,0,0,6.46473779385172,15.1446654611212,1544,76894,2212,21.4378238341969,78.5621761658031,82.2976878612717,75.497287522604,NA,10.8,11.4,26.9,5.1,9.01046398799004,25.4335260115607
11001002001,Census Tract 20.01; District of Columbia; District of Columbia,-77.03594662,38.9593476,2983,55.9839088166276,15.0854844116661,32.8193094200469,0,6.10124036205163,0,0,1.97787462286289,44.0160911833724,2039,36616,2979,50.2697400686611,49.7302599313389,77.9874213836478,84.9145155883339,NA,11.6,17.5,30.7,8.1,8.31287686789041,50.738941711451
11001002002,Census Tract 20.02; District of Columbia; District of Columbia,-77.03107747,38.95247658,4106,81.2469556746225,29.8100340964442,39.9171943497321,0,1.26643935703848,0,0,10.2532878714077,18.7530443253775,2853,92706,4051,16.5790396074308,83.4209603925692,84.297520661157,70.1899659035558,NA,10,8.5,25,3.5,8.92120796847668,17.8807947019868
11001002101,Census Tract 21.01; District of Columbia; District of Columbia,-77.02408858,38.95597504,5946,73.8647830474268,11.8903464513959,55.4154053144971,0,0.857719475277497,0,3.41405987218298,2.28725193407333,26.1352169525732,3879,58440,5946,27.0172724929105,72.9827275070895,90.4595695171611,88.1096535486041,NA,10.5,12.7,27,4.2,8.99915745285567,31.2227074235808
11001002102,Census Tract 21.02; District of Columbia; District of Columbia,-77.0142252,38.95578741,5043,72.0206226452508,14.9910767400357,50.2875272655166,0.396589331746976,1.64584572674995,0,0.0793178663493952,4.62026571485227,27.9793773547492,3746,61786,5029,20.9823812066204,79.0176187933796,82.1917808219178,85.0089232599643,NA,11.4,13.2,28.7,5.6,9.10901748397195,33.7028824833703
11001002201,Census Tract 22.01; District of Columbia; District of Columbia,-77.02329026,38.94913792,3238,72.1741815935763,34.2495367510809,28.9376158122298,0,2.62507720815318,0,0.308832612723904,6.05311920938851,27.8258184064237,2204,62088,3065,30.1724137931034,69.8275862068966,79.6062594649167,65.7504632489191,NA,10.8,12.8,26.2,4.8,9.07086149898,29.8395721925134
11001002202,Census Tract 22.02; District of Columbia; District of Columbia,-77.01390512,38.94885425,3228,83.1474597273854,22.6456009913259,54.4609665427509,0.185873605947955,0.774473358116481,0,0.836431226765799,4.24411400247832,16.8525402726146,1862,47953,3228,37.6476906552095,62.3523093447905,88.2538017829051,77.3543990086741,NA,10.8,12.8,27.9,4.4,9.18480687252888,32.9422859298378
11001002301,Census Tract 23.01; District of Columbia; District of Columbia,-77.01652734,38.94258355,3170,81.0725552050473,23.3123028391167,49.6845425867508,0,2.20820189274448,0,0.28391167192429,5.58359621451104,18.9274447949527,2205,64746,3170,22.0861678004535,77.9138321995465,86.3809523809524,76.6876971608833,NA,10.4,10.8,25.1,4,9.19999980926514,24.0663900414938
11001002302,Census Tract 23.02; District of Columbia; District of Columbia,-77.01094296,38.9338905,1538,94.2782834850455,33.6150845253576,54.3563068920676,0,3.70611183355007,0,0,2.60078023407022,5.72171651495449,1204,75275,1381,22.7574750830565,77.2425249169435,81.1188811188811,66.3849154746424,NA,9.3,9.2,22.2,5.4,9.3398657468545,47.0544861728063
11001002400,Census Tract 24; District of Columbia; District of Columbia,-77.02240459,38.94175854,3735,75.8232931726908,34.6452476572959,30.6024096385542,0,4.65863453815261,0,0.37483266398929,5.54216867469879,24.1767068273092,3066,72470,3712,27.5603392041748,72.4396607958252,85.3694764203491,65.3547523427041,NA,10.6,11.5,24.4,3.6,9.23442933966782,35.6928872724358
11001002501,Census Tract 25.01; District of Columbia; District of Columbia,-77.03174429,38.94459262,2860,83.0769230769231,36.4685314685315,36.9230769230769,0,1.67832167832168,0.909090909090909,0,7.0979020979021,16.9230769230769,2056,81605,2857,17.9961089494163,82.0038910505837,75.2360965372508,63.5314685314685,NA,9.8,9.1,24.3,3.6,9.03038639045985,45.959595959596
11001002503,Census Tract 25.03; District of Columbia; District of Columbia,-77.02717858,38.93864587,2909,80.9556548642145,32.1072533516672,42.488827775868,1.65005156411138,2.50945342041939,0,0,2.2000687521485,19.0443451357855,2555,76133,2909,17.7299412915851,82.2700587084149,94.259942599426,67.8927466483328,NA,9.7,8.5,22.1,2.5,9.26328543049118,25.5072463768116
11001002504,Census Tract 25.04; District of Columbia; District of Columbia,-77.032932400000007,38.9394459,3132,67.1136653895275,28.7994891443167,23.4035759897829,0,5.74712643678161,0,0.862068965517241,8.30140485312899,32.8863346104725,2541,59583,3117,24.0062967335695,75.9937032664305,82.0594965675057,71.2005108556833,NA,9.8,9.6,24.3,3.4,9.18426139877434,NA
11001002600,Census Tract 26; District of Columbia; District of Columbia,-77.04240242,38.94523068,2578,85.1435221101629,35.1435221101629,47.2459270752521,0,0.620636152055857,0,0,2.13343677269201,14.8564778898371,1832,99861,2576,14.5742358078603,85.4257641921397,85.0073855243722,64.8564778898371,NA,9.7,9.2,22.5,4.1,8.66328173243375,22.5988700564972
11001002702,Census Tract 27.02; District of Columbia; District of Columbia,-77.04161412,38.93013973,5578,77.2140552169236,56.4001434205809,9.64503406238795,1.75690211545357,5.82646109716744,0,0.215130871280029,3.37038365005378,22.7859447830764,4090,75749,5478,19.5843520782396,80.4156479217604,90.0963597430407,43.5998565794191,NA,9.4,8.9,20.9,2.9,9.22705968177114,38.9721627408994
11001002703,Census Tract 27.03; District of Columbia; District of Columbia,-77.03974583,38.93347404,2312,83.5640138408305,50.9515570934256,17.3875432525952,0,4.75778546712803,0,0,10.4671280276817,16.4359861591695,1924,82708,2192,12.6299376299376,87.3700623700624,87.7575044143614,49.0484429065744,NA,9.4,8.2,20.2,2.9,9.1389503478789,NA
11001002704,Census Tract 27.04; District of Columbia; District of Columbia,-77.04296538,38.93494592,2971,69.3032648939751,40.6260518343992,11.208347357792,0,6.12588354089532,0,0.538539212386402,10.8044429485022,30.6967351060249,2126,63631,2971,13.1232361241769,86.8767638758231,95.8213846784105,59.3739481656008,NA,9.8,10.4,21.6,3.2,8.90111604015633,22.5988700564972
11001002801,Census Tract 28.01; District of Columbia; District of Columbia,-77.03451727,38.93494745,3877,65.4114005674491,26.3605880835698,22.8011348981171,0,7.09311323188032,0,2.45034820737684,6.70621614650503,34.5885994325509,2814,74079,3877,26.1194029850746,73.8805970149254,85.7194899817851,73.6394119164302,NA,10.2,10.7,24.1,3.1,9.19999980926514,41.6666666666667
11001002802,Census Tract 28.02; District of Columbia; District of Columbia,-77.03464903,38.92943969,4951,53.9486972328822,23.9345586750152,15.9967683296304,0,9.41223995152495,0,1.49464754595031,3.11048273076146,46.0513027671178,3588,70539,4945,31.8004459308807,68.1995540691193,86.1585365853659,76.0654413249848,NA,10.5,13,26,4.3,9.31924203891609,37.7532228360958
11001002900,Census Tract 29; District of Columbia; District of Columbia,-77.02990417,38.93385712,4608,75,34.9175347222222,27.9296875,0,5.12152777777778,0,0.694444444444444,6.33680555555556,25,3238,77337,4597,19.5491043854231,80.4508956145769,89.6540362438221,65.0824652777778,NA,9.7,10,22.5,2.8,9.24806741521822,23.8805970149254
11001003000,Census Tract 30; District of Columbia; District of Columbia,-77.02996928,38.92885472,3535,77.963224893918,29.8727015558699,41.4144271570014,0,5.09193776520509,0,0.113154172560113,1.47100424328147,22.036775106082,2494,54886,3524,31.4755412991179,68.524458700882093,82.7586206896552,70.1272984441301,NA,10.8,12.4,24.5,3.9,9.36729157312443,40.5405405405405
11001003100,Census Tract 31; District of Columbia; District of Columbia,-77.02543388,38.93063928,3529,75.6304902238595,49.3057523377727,18.7021819212241,0,3.08869368092944,0,1.38849532445452,3.14536695947861,24.3695097761405,2953,93333,3476,10.5655265831358,89.4344734168642,94.8933193424274,50.6942476622273,NA,9.6,8.8,20.9,2.3,9.34230946220801,25.5072463768116
11001003200,Census Tract 32; District of Columbia; District of Columbia,-77.02114856,38.93218606,4132,78.4365924491772,41.6263310745402,30.3484995159729,0,3.50919651500484,0,0,2.95256534365924,21.5634075508228,2904,75174,4124,30.0619834710744,69.9380165289256,88.683351468988,58.3736689254598,NA,10.6,11.5,24.8,3.9,9.37045044732039,38.9150625925427
11001003301,Census Tract 33.01; District of Columbia; District of Columbia,-77.01142668,38.92048945,3525,92.9078014184397,51.6595744680851,32.1702127659574,0,4.42553191489362,0,0.907801418439716,3.74468085106383,7.09219858156028,3090,114000,3525,5.37216828478964,94.6278317152103,93.2045303131246,48.3404255319149,NA,9.7,8.6,21.6,2.6,9.46416155855863,24.1286863270777
11001003302,Census Tract 33.02; District of Columbia; District of Columbia,-77.0111726,38.91392502,2236,95.3488372093023,46.4221824686941,39.6690518783542,0,5.18783542039356,0,0.805008944543828,3.26475849731664,4.65116279069767,1746,90536,2224,10.2520045819015,89.7479954180985,86.8099941894248,53.5778175313059,NA,9.7,8.8,21.8,2.5,9.5,31.9371727748691
