"fips","asthma_prev","asian","hispanic","area_sqmi","uninsured","limited_english","unemployment","single_parent","house_age","mobile_homes","two_or_more","walkability","crowded_housing","park_proximity","road_proximity","toxic_poximity","percent_in_flood_zone","ozone"
24003750102,12.5,1.69875424688562,22.725556813892,0.300509750334,261,70,94,42,94.01,0,5.81351453378633,14.33,47,100,100,47.72,19.4436751882194,4
24003750201,12.8,2.97193175564117,19.3725921849202,1.269479051574,593,108,76,36,48.46,186,2.6967528893781,7.92,141,100,100,100,18.8594410029016,3.67
24003750300,11.2,2.20833333333333,3.25,1.135432545316,46,32,73,43,85.27,0,1.95833333333333,10,35,100,100,90.73,28.0014197509994,3
24003750400,10.5,8.16622372553757,5.17033099782556,1.241853839576,98,90,21,31,81.29,0,2.39188209712491,10.79,36,100,99.6,42.51,3.34277928235088,3.33
24003750801,11,1.0646878528795,7.93676399419261,1.95139039616,65,44,92,86,70.53,0,13.4215195999355,10.75,57,98.04,96.69,83.88,1.29403886809896,3.67
24003750803,12,2.35835063779294,6.51142094334026,0.877218724674,92,43,382,298,57.13,0,4.19756748739247,8.8,40,99.65,100,78.11,6.14766576813481,3.67
24003750804,11,0.677146311970979,11.0278113663845,1.210247529856,397,108,74,38,82.45,0,7.11003627569528,10.92,69,99.9,100,63.01,6.38023754232446,3.67
24003750900,11.5,3.87673956262425,9.04572564612326,1.123564928142,88,72,103,35,77.46,0,13.9827700463883,15.94,55,99.22,100,83.65,7.92533705317883,3.67
24003751000,11.6,0.130276185513288,10.2397081813445,1.241320246612,237,75,226,39,77.6,0,3.10057321521626,12.56,0,47.92,100,12.99,1.62147578134237,4.67
24003751102,11.6,2.80938007894126,10.819596006501,3.245493488886,167,46,109,68,40.36,14,0.998374738797307,11.08,0,12.34,94.51,96.51,13.3385725071205,4.67
24003751103,11.2,1.52439024390244,3.83787661406026,1.164398303458,327,0,41,109,69.73,12,6.45624103299857,6.29,0,0,78.52,26.89,22.2373585727947,5.67
24003751200,10.5,3.11268715524035,7.21040189125296,9.91438700181,128,5,61,58,56.74,36,7.6241134751773,10,8,94.27,89.52,86.84,11.8740268969891,3
24003751400,10.2,11.1395348837209,6.95348837209302,4.18943643069,98,46,28,48,52.87,0,3.65116279069767,7.17,16,91.56,94.96,52.15,3.8930126855046,3.33
24003751500,12.1,3.74128091312619,41.3062777425491,4.93749361161,1642,577,369,371,75.53,239,2.84083703233989,10.96,53,93.01,100,28.11,19.3681929551374,2.33
24003751600,9.7,0,8.10864789294987,7.740842781298,63,12,35,0,22.12,68,4.57359696425005,6.67,19,76.04,86.69,0,8.89764034302824,5
24003751700,10.8,9.7335701598579,2.94849023090586,10.708989937136,26,0,21,0,26.9,0,2.66429840142096,6.5,1,58.52,49.32,0,6.01380818425025,3.67
24005400100,8.9,10.0158263621976,2.55482704047027,0.72377715665,17,111,0,28,33.1,0,1.62785439746778,11.72,25,98.56,100,47.28,1.11343283089382,3.33
24005400400,9.8,5.17594488921988,6.42338484453547,3.461973544348,63,16,63,30,65.25,0,2.47626140383541,12.5,0,89.32,55.75,6.53,1.84982828924348,3.33
24005400500,9.9,1.85735512630015,0.742942050520059,2.238232521796,42,0,54,31,56.92,0,1.44873699851412,3.67,27,100,0,73.22,3.6467195495077,3.33
24005400600,11,3.47035040431267,5.49191374663073,0.37408264474,378,102,27,6,96.15,0,7.61455525606469,13.39,0,26.99,100,100,8.37869057223242,3.33
24005400701,11,14.8949919224556,3.03715670436187,0.458192648828,121,52,100,164,76.86,0,4.91114701130856,14.75,5,94.37,100,100,2.61090996674263,3.33
24005400800,11.5,24.0922008209662,2.84180612567098,0.568680369352,100,38,125,140,84.43,0,4.86264603725924,16.08,32,75.66,100,89.99,1.13392184303862,3.33
24005401000,10.4,1.0371650821089,8.12445980985307,0.523400643404,58,17,48,74,85.14,0,6.7847882454624,13.58,0,99.49,92.69,29.41,0.895699852831956,3.33
24005401101,11.4,12.3956326268465,6.92035966602441,1.131138704974,239,97,210,243,74.69,0,1.65382145150931,12.21,0,100,100,68.1,1.87131715799107,3.33
24005401102,11.3,13.7254901960784,0,1.337579722334,64,48,62,59,64.77,4,2.57352941176471,16.17,0,98.88,76.71,99.31,12.7867891383484,3.33
24005401200,13.1,3.53306953080837,10.4296212549463,0.75490469989,92,8,147,104,83.02,0,4.69191633691351,11.58,37,100,6.27,77.08,4.96097774878803,3.33
24005401301,13,4.08639813193228,0,0.445054369972,173,61,117,270,88.44,0,2.51021599532983,13.56,26,100,100,53.35,0.933674334005954,3.33
24005401400,10.4,4.52898550724638,10.7487922705314,1.076962416742,15,32,45,31,81.12,0,1.57004830917874,11.17,0,100,15.44,53.68,6.67242569038063,3.33
24005401503,10.5,7.45537829726741,8.26093824040436,2.49459343894,281,0,173,50,55.37,18,11.6095403569736,9.3,94,100,65.59,31.96,3.39693003032745,3.33
24005401504,10.7,33.0146313197161,15.7033173982327,2.19338947721,346,389,265,84,52.61,0,2.2454005504853,10.61,47,99.11,100,0,2.2821735019786,3.33
24005401505,10.7,23.3630952380952,7.16765873015873,0.884998293872,57,317,44,28,64.66,29,12.2519841269841,11.33,137,99.78,100,4.47,0.101341632016651,3.33
24005401506,11.9,19.1170257710182,7.43557245458386,1.362182141774,235,18,93,274,12.22,0,3.50654837346853,6.22,0,100,98.81,0.69,2.81815272690327,3.33
24005401507,11.1,17.8868669770066,26.1249823670475,1.048492027466,1121,278,112,353,57.63,0,0.733530822400903,13,451,49.41,100,27.15,3.91356985125811,3.33
24005402201,11.4,0,7.93782958645573,15.092920617102,120,16,133,0,56,0,3.83014154870941,5.92,0,84.7,0,15.24,8.11756063304011,4
24005402202,10.8,3.68020304568528,5.58375634517767,7.967859174238,120,18,24,0,40.95,37,4.18781725888325,3.83,0,76.09,4.65,0,6.34175978485389,3
24005402302,12.9,2.8143213988343,2.21482098251457,1.120297733018,343,77,339,87,62.95,13,2.61448792672773,11.42,112,89.18,0.25,1.97,3.31661662719421,3.33
24005402304,12.6,0.294464075382803,0,0.594872370726,320,41,88,96,91.68,0,7.74440518256773,13,34,100,100,54.19,0.691571545805431,3.33
24005402305,12.3,0.665926748057714,5.1054384017758,0.621748544844,248,21,96,217,80.86,0,1.29485756566778,10.92,11,100,100,47.73,24.5003899196458,3.33
24005402306,13.3,3.2404260140494,15.1824155903014,0.482251822754,466,120,138,257,58.3,0,0.770450940403354,11.33,84,100,35.58,0,6.79218622402395,3.33
24005402307,13.3,0,15.7573955700907,0.860820586632,785,92,240,190,57.68,0,0,12.56,0,100,99.92,17.1,4.83703899761871,3.33
24005402403,12.5,0.872760679834635,2.0670647680294,0.79011527178,119,0,56,60,80.65,0,1.33210840606339,11.75,4,100,8.59,74.37,26.2529712658594,3.33
24005402404,13.7,4.54545454545455,19.8792908336477,0.654325514992,1836,228,191,277,74.09,0,0,9.44,87,100,98.93,35.47,1.06066364338358,3.33
24005402405,13,9.7672186225102,18.7664986801056,0.545415021138,672,129,78,137,72.42,0,0.599952003839693,10.67,0,99.96,100,96.44,0.805968203709645,3.33
24005402407,12.3,9.720885466795,5.96727622714148,2.503542124994,189,33,91,49,42.37,0,0.673724735322425,8.83,0,71.43,34.96,45.43,2.96661284198916,3.33
24005402503,13.5,0.467289719626168,15.0431344356578,1.874458414354,428,94,327,221,47.18,0,2.12077641984184,11.44,25,85.12,0,0,3.12839652552116,3
24005402504,12,1.28694952744822,1.36738387291373,3.073491997722,60,38,156,137,34.63,14,2.17172732756887,8.58,0,57.07,0,0,5.00145743297327,3.67
24005402505,12.9,1.66496772001359,0.441726129799524,0.483744493086,368,30,34,148,65.83,0,1.69894665307509,8,40,100,0,0,1.98041940321009,3.67
24005402506,11.8,5.37523258217904,5.72669009716767,0.884361997776,235,63,144,51,72.67,0,1.86065743229274,12.33,44,100,0,0,6.57524093868456,3.33
24005402602,11.8,1.70399221032132,1.16845180136319,0.477945627148,82,36,36,11,77.37,0,1.41187925998053,14,0,100,0,0,0.0578552128109312,3.33
24005402603,11.6,2.21231632821529,1.83259039128281,2.33862367502,207,163,158,140,30.71,0,4.63926035991415,6.22,0,43.28,75.24,20.21,8.96447781029047,3.33
24005402604,12.1,0.678666273236943,2.03599881971083,1.401689642822,380,64,325,205,70.63,0,6.66863381528474,8.33,39,100,62.79,29.38,10.5325353451994,3.33
24005403100,11.9,1.74418604651163,7.82647584973166,0.738844014996,44,13,62,48,89.69,0,1.74418604651163,9.83,0,100,90.11,7.23,16.7493022855919,3.33
